Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster,Recovery_Rate
1,10,0.03333333333333333,0,0,1.0616642397386304,0.9986091363252667,0.9054503194491386,1.0595087364245566,0.45940781001089476,N/A,1
2,11,10.96969696969694,1,0,1.0919402859012268,0.9771633482163604,0.9183543178825123,1.033535936323358,0.45046369141340137,N/A,2
3,18,17.153703703703897,7,0,1.042812317898247,0.9802430013119717,0.9012299308469726,1.0403933076537344,0.45322486852087207,N/A,3
4,12,16.630555555555695,4,10,1.0609666803228943,0.9531736259933842,0.8794221441888079,0.9503607280946688,0.4494619645411889,N/A,4
5,12,18.313888888889128,5,5,0.9120903109410071,1.0187408737068544,0.8017747728527028,0.942552942853362,0.47783728877338216,N/A,5
6,12,14.852777777777957,6,6,1.0512520333127293,1.0413574676516653,0.7438732560251761,0.8616506275473595,0.5295275065714992,N/A,6
7,10,17.690000000000204,2,4,1.0409988333033164,1.0561325622661124,0.7293057035561332,0.847144739853395,0.5382792832628581,N/A,7
8,9,21.60740740740774,2,3,1.019293947932208,1.0290321647798377,0.7257803893845067,0.8246286490320103,0.5277913822169535,N/A,8
9,8,12.791666666666833,4,5,0.8310045512863548,0.9912531947392833,0.7210923178214736,0.8281467882228516,0.49007216205099385,N/A,9
10,7,16.671428571428713,1,2,0.8351408723619372,0.9748255649253522,0.7241055060816842,0.7964835355052794,0.47993926316009217,N/A,10
11,7,18.485714285714522,4,4,0.799315124482339,0.9738152375155907,0.7244178896613314,0.7964835355052794,0.4729524094082428,N/A,11
