Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.028120400305292,1.1270770893963955,0.9920336083392101,0.9637004492985503,1.027732886834862,N/A
2,15,8.0222222222222,5,0,0.9760500848556782,1.139731049724298,0.995401991335639,1.0056601865255912,1.0292108281103016,N/A
3,32,12.987500000000098,17,0,1.039025165755036,1.1205362995778987,0.9448750135002653,1.0033336824811399,1.026942540328585,N/A
4,48,12.872222222222298,26,10,1.0359295838475364,1.11483654159748,0.9476883587660865,1.0047732754915077,1.0258069399256526,N/A
5,121,11.515702479338932,81,8,1.0478513897159198,1.0836350263024286,0.8870329146060734,1.0219381449208766,1.0101143688863246,N/A
6,290,9.66954022988511,193,24,1.0465041306654983,1.0694048122928401,0.8614889127588856,1.018475779603024,0.998968408830062,N/A
7,740,9.497387387387436,489,39,1.0442252949851274,1.0630558927849383,0.8437353100206034,1.0240858123011785,0.993775577522962,N/A
8,1997,9.368235686863674,1354,97,1.0355430419359348,1.0557987680328202,0.8247795287937083,1.0235282887755794,0.9849124068845108,N/A
9,1661,9.783764800321068,3283,3619,1.046830660795517,1.0595109318000522,0.806136329612782,1.0252039804220192,0.9844204756575925,Drought
10,7605,9.553140477755909,5944,0,1.0444854932221381,1.0574349557742615,0.7946687849992559,1.0242837951068746,0.9802182572756326,N/A
11,23580,8.898401187447018,17202,1227,1.0431053083676036,1.0576584995313443,0.7891058249260074,1.025777398127906,0.9789117577382153,N/A
12,27856,7.1084865020103285,17345,13069,1.0480202280530118,1.0613699730056447,0.7911257786369023,1.029743429420459,0.9825648522790044,Tsunami
13,87324,9.299561021788636,59654,186,1.0487098018378003,1.060585864204093,0.7830415938265517,1.029102914627833,0.9803600436240695,N/A
