Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.1244024241200345,1.0531270814671925,0.9171949418645184,1.260648049684804,0.49981051258783094,N/A
2,13,9.256410256410232,3,0,1.1159915767910784,1.0794168533048016,0.917188259255478,1.2140438734051628,0.49563831185085094,N/A
3,18,16.385185185185374,5,0,1.1296683654183555,1.1283594794718566,0.8802990231028187,1.197711184683565,0.523418965431878,N/A
4,20,22.72666666666693,4,2,1.114867976067909,1.1640559614848793,0.8315996015641118,1.1934888102520755,0.5567443340559224,N/A
5,21,17.849206349206536,10,9,1.097947648513129,1.1934111311805662,0.8153103320271006,1.1985667270887066,0.5707316375439396,N/A
6,26,15.856410256410397,11,6,1.0784353867725385,1.172762616279172,0.785895886744388,1.2021642818445915,0.5858896991562964,N/A
7,36,16.346296296296458,15,5,1.050536600975934,1.2132401504922234,0.786313129876618,1.222814359925865,0.5912133438818215,N/A
8,57,15.664327485380237,27,6,1.0132581497211992,1.2624824760522577,0.7883071785988832,1.2142864874469301,0.5902990116828098,N/A
9,92,13.28840579710155,51,16,0.9899593300290156,1.2707208423084009,0.7803408221141488,1.2173826812494029,0.594280986806736,N/A
10,199,11.823450586264746,128,21,0.966491077452848,1.2978830987453749,0.7788938355121781,1.2249240969744257,0.5973083218079714,N/A
11,390,11.791794871794954,226,35,0.9619120531325223,1.2771315151125604,0.7708841752992408,1.2202532902680394,0.5983253981780591,N/A
12,839,11.27127532777123,514,65,0.9687009870339387,1.2789855105318761,0.7681108228460043,1.217296012115017,0.6014726706305874,N/A
13,497,9.498256203889982,769,1111,0.9660971941798698,1.2709040891340944,0.76213378612517,1.2141652330349253,0.6037726497505138,Typhoon
14,1698,10.334844915587025,1201,0,0.9639350452194326,1.2681886089283214,0.7612210315799113,1.2136502586786586,0.6035520599800425,N/A
15,3765,10.776069057104973,2348,281,0.9655560868515651,1.2627053061100058,0.7580172897696215,1.2122223790730093,0.6051724357686215,N/A
16,1677,8.447883124627289,753,2841,0.9659132064527991,1.2538348212634873,0.764436829599296,1.2141267222763301,0.598937608625789,Volcanic Winters
17,4424,11.229362567812014,2747,0,0.9675304887241111,1.2525846718138298,0.7615409699138626,1.2124662646116617,0.6009887076791783,N/A
18,10141,10.116382342306855,6636,919,0.970132195362407,1.2500543778586597,0.7619734581950675,1.2106544116020117,0.6003430430853272,N/A
19,4347,8.26742581090405,1927,7721,0.9678758950154314,1.2394529730501407,0.7566985239125701,1.2092788513769943,0.6020200668163456,Tsunami
