Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.0060793825615009,0.9368519942869703,0.9123404395508053,1.012739629106926,0.9670028613765507,N/A
2,13,9.256410256410232,3,0,0.9814780149487904,0.9202844613299094,0.9234871432257292,1.0383370128730915,0.9658966580943802,N/A
3,24,18.584722222222457,12,1,0.9718622313468304,0.8970700936763967,0.8329541257313062,1.0275811848014444,0.9323669088889944,N/A
4,36,13.58240740740755,21,9,0.917759257101941,0.8796828923085623,0.7973251463277451,1.0282067928035206,0.9057435221354422,N/A
5,72,10.483796296296367,47,11,0.9284176207142737,0.8785209122111459,0.7906134398375024,1.0373614750794973,0.9087283619606048,N/A
6,185,9.629549549549607,123,10,0.9318869666904896,0.8666524284286848,0.793821934609095,1.0530042355797673,0.9113413913270092,N/A
7,508,9.491207349081412,345,22,0.9319106984924478,0.8676724178390266,0.7927762240396288,1.064908643891912,0.9143169960657538,N/A
8,1463,9.250877192982498,1017,62,0.9311498169106984,0.8691750656559297,0.7900009771586046,1.0659687383784784,0.9140736495259278,N/A
9,4300,9.277379844961278,3012,175,0.9353974018278073,0.8692133283423792,0.7857640939499028,1.0682598075145064,0.9146586579086489,N/A
10,3624,8.26905813097864,2354,3030,0.934869569947802,0.8731440035852999,0.7830408367385034,1.0650276099522225,0.9140205050559569,Disease
11,13796,9.57467140233889,10173,1,0.9345604362907508,0.8760217357508627,0.7765258931306553,1.0682481693720038,0.9138390586360683,N/A
12,44828,8.605642306891554,33105,2073,0.935198759234763,0.8792008067816235,0.7744421624386298,1.0695309349469042,0.9145931658504801,N/A
13,38609,6.6987645367660225,22920,29139,0.9421633761702621,0.8753577997765554,0.770296671184284,1.072691456316118,0.9151273258618049,Earthquake
