Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster,Recovery_Rate
1,20,0.03333333333333333,0,0,1.0461656706336397,1.114872682423113,0.9034840172676702,1.2245933052882365,0.49964088552576974,N/A,1
2,22,10.939393939393911,2,0,1.0461511840119089,1.1071888455600136,0.9015573690857894,1.2233490854763311,0.49938609652352045,N/A,2
3,32,18.870833333333582,10,0,1.055354753923448,1.1011927485730126,0.8702591906673895,1.2252483604096687,0.5181285298559812,N/A,3
4,27,26.730864197531105,7,12,1.0868408658223925,1.1153511004974237,0.8118214240161197,1.2126479853887628,0.5608523994214066,N/A,4
5,19,24.387719298245834,4,12,1.0772388042492278,1.1426731126875531,0.7761563526787063,1.1830903852431172,0.584590512884043,N/A,5
6,14,23.807142857143102,4,9,1.062484829543,1.155136428440492,0.7398998189431196,1.2699465761361532,0.6284756836587818,N/A,6
7,15,21.086666666666883,6,5,1.0729774123363318,1.1082199734330993,0.7501338293655998,1.240875752576908,0.6082600205246826,N/A,7
8,16,18.102083333333418,6,5,1.0724077326729784,1.0888877033985296,0.7544554200416843,1.2164077731523584,0.596934445605325,N/A,8
9,18,18.070370370370558,6,4,1.0531067449062683,1.0861588030209761,0.7546884989456394,1.2418374605614564,0.5973507415244611,N/A,9
10,21,19.28095238095262,8,5,1.0501024009094517,1.1093095555420298,0.7524603877374939,1.218944884548957,0.5986329461866677,N/A,10
11,23,21.453623188406002,6,4,1.0259503572162887,1.1029035420481597,0.7604658143585755,1.2800002890804483,0.5976782692890474,N/A,11
12,23,21.388405797101683,6,6,1.0545545208554024,1.1236975123347839,0.7501150185027872,1.2738311142265974,0.6136095687133537,N/A,12
13,23,19.2985507246378,8,8,1.0519142401522132,1.118859253889982,0.7357934464753112,1.3523373515784,0.638423887844691,N/A,13
14,27,18.516049382716222,9,5,1.0958556286314607,1.1134185071807077,0.7471523820726831,1.3725104972045103,0.6391885990878975,N/A,14
15,32,16.901041666666824,13,8,1.0732601294666575,1.1107437526537747,0.7643539225870242,1.3912470251052111,0.6236641258410567,N/A,15
16,47,17.95531914893633,19,4,1.0926346500036257,1.1037513537380979,0.7701534674976747,1.3852658007928342,0.6200758603211547,N/A,16
17,61,16.382513661202317,29,15,1.0942021397778918,1.070519041511295,0.7661349991618246,1.406732291957125,0.62155337760814,N/A,17
18,83,15.337751004016193,38,16,1.1184753770242553,1.059600819380704,0.7581046042010591,1.4340731397938948,0.6352947981377103,N/A,18
19,122,16.710109289617648,51,12,1.1305832435726413,1.0568205272803557,0.754722971606416,1.435565292731324,0.6400527875586611,N/A,19
20,179,15.064059590316713,86,29,1.1356022838583644,1.068688730452168,0.7510103463694181,1.4362032177477473,0.6463282873367214,N/A,20
21,274,15.206082725060941,129,34,1.1332628151996886,1.0720224726391243,0.7492671069580099,1.4383000281736953,0.6483820935910377,N/A,21
22,412,14.372896440129573,197,59,1.1367649946379166,1.0696866285620632,0.7469115534396832,1.4382075077689294,0.6506186021061433,N/A,22
23,653,13.869270035732633,332,91,1.1344450172333824,1.0690455254418816,0.7456514704963912,1.4387551544402404,0.6512865310814819,N/A,23
24,1069,13.549204864359327,554,138,1.1328987272179492,1.0665066376503503,0.7436010091822713,1.4363283786811496,0.6519147945657254,N/A,24
25,1761,13.10018928639041,937,245,1.1287620969628962,1.0631601058711957,0.742076826889433,1.4285987221184115,0.6505204122199688,N/A,25
26,2948,12.230857078245219,1654,467,1.1310735452049183,1.0599769317690477,0.741075724676712,1.4265922881127884,0.6508813507400422,N/A,26
27,4793,10.892544683218627,2871,1026,1.1281741850346896,1.0602355157834524,0.7384521970148308,1.4235922956392923,0.6521752770743702,N/A,27
28,2601,9.86448801742917,1223,3415,1.1318621337627375,1.0666808093948077,0.7381611448841334,1.4214342338896648,0.6538729746904475,Puppy Stampede,1
29,5190,10.642498394348165,3336,747,1.1351899211442324,1.0638242535933553,0.733455955582871,1.4188691900206452,0.6576870021473674,N/A,2
30,7737,9.370414889492057,4968,2421,1.1361558616593905,1.0642123320874612,0.7361979829558724,1.414282337235577,0.6546518943123465,N/A,3
