Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.0350099284451086,1.0096933489140523,0.9945808445434693,1.103932159881173,1.0358040704459508,N/A
2,12,10.027777777777752,2,0,1.009450310282954,0.9805088963232679,0.9679265431727724,1.106386747257947,1.0160681242592353,N/A
3,22,14.500000000000153,10,0,1.0157009090003168,0.9458191301105848,0.9391337858095233,1.1048583306277182,1.0013780388870357,N/A
4,23,12.211594202898608,11,10,0.9889753951710307,0.867035532703071,0.9200990912077569,1.106076660525731,0.9705466699018974,N/A
5,39,14.269230769230909,20,4,1.0412866457390306,0.860883510902926,0.9219048761750736,1.078389302641237,0.9756160838645668,N/A
6,56,14.802380952381112,25,8,1.059950015860308,0.8475968981632506,0.9220350465973873,1.0715841134533237,0.9752915185185674,N/A
7,75,15.38933333333349,36,17,1.0612961588283265,0.8376687740338613,0.8831520403949799,1.087623800930111,0.9674351935468196,N/A
8,114,13.58684210526329,59,20,1.0688138992841358,0.8335437810314243,0.8542038806634047,1.0816020078692803,0.9595408922120614,N/A
9,208,12.076923076923176,119,25,1.0744747121723024,0.8362940971496743,0.8305790743229875,1.092186295051463,0.9583835446741067,N/A
10,415,11.790522088353503,239,32,1.0712520168215118,0.8378791179671164,0.8261516169012715,1.0938170216825114,0.9572749433431027,N/A
11,857,11.303228315830497,510,68,1.069938414406802,0.8413972832634461,0.8190485629256108,1.093700699595746,0.9560212400479011,N/A
12,1794,11.173244147157268,1067,130,1.072998838768876,0.8395111840916515,0.8096455545612226,1.0956565048631466,0.954453020571224,N/A
13,3825,11.107346405228832,2302,271,1.0713551126284475,0.8411886709770567,0.8006860813930802,1.0961780227316482,0.9523519719325582,N/A
14,1093,8.695211954864265,1661,4393,1.0902868887745625,0.8428247929979698,0.799982527139775,1.1011495669779514,0.9585609439725646,Giant Ant Colony
15,3290,10.678996960486396,2197,0,1.0936507753741214,0.8432958411446341,0.7912618169599046,1.0940482360243855,0.9555641673757613,N/A
16,1299,10.181241981011008,1792,3783,1.0993507297589202,0.8432009849364044,0.7969550357342156,1.0837687020711657,0.9558188631251765,Zombie Outbreak
17,4735,10.604540654699115,3436,0,1.0978355144487981,0.8459956090978956,0.7913813461416256,1.085011862147293,0.955056082958903,N/A
