Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.1307741141575443,1.0195071341685156,0.9605674415826926,1.0897523207620687,1.0501502526677053,N/A
2,15,8.0222222222222,5,0,1.1071839487770716,0.9824767371187235,0.9593423408275676,1.0959562572875827,1.0362398210027364,N/A
3,26,13.861538461538588,11,0,1.0978111109891504,1.0655906680465304,0.9616583529802044,1.1329046626929207,1.0644911986772014,N/A
4,35,11.561904761904835,19,10,1.0375408203347096,1.153353261825065,0.9612437786065744,1.2259375143485038,1.0945188437787132,N/A
5,51,13.183660130719062,24,8,1.0500305743303775,1.1863949110371106,0.9481533683562042,1.2706064839186118,1.113796334410576,N/A
6,84,13.650793650793787,42,9,1.053822348350268,1.1882151472234979,0.9440154453071761,1.2924673673316076,1.1196300770531376,N/A
7,135,12.328888888888978,74,23,1.0622846805730533,1.2005967691134256,0.9366835826986236,1.2813550474732844,1.1202300199645967,N/A
8,243,11.935528120713384,140,32,1.0540202282143392,1.2108298927802017,0.9195128347271262,1.2681005530996077,1.1131158772053187,N/A
9,470,11.501702127659652,280,53,1.0442675284540899,1.2145910487899387,0.907206017705023,1.2586718644332409,1.106184114845573,N/A
10,925,11.184036036036108,549,94,1.046971537431141,1.2095488418921718,0.894355691037001,1.2547341880929246,1.1014025646133097,N/A
11,1851,11.125463713308193,1099,173,1.0419871948860557,1.2123710874349993,0.8853440921883242,1.2546906118797259,1.0985982465972763,N/A
12,3836,10.907994438651441,2324,339,1.0400575704509838,1.2107745197958653,0.8751284079776901,1.2466132125576896,1.0931434276955572,N/A
13,1309,10.903972498090116,4853,7380,1.0309290247261025,1.2092777688461323,0.8586681116871594,1.2273698764843466,1.0815611954359352,Alien Invasion
14,4655,11.517450769781671,3346,0,1.0263732567530466,1.2044484563524298,0.8484721344085306,1.2245814075807906,1.0759688137736996,N/A
15,1577,10.672035510462877,3507,6585,1.031560941714733,1.204687196255528,0.8628178963724116,1.2101857559651803,1.0773129475769632,Drought
16,5633,11.243132729747392,4056,0,1.0306712457629352,1.2057374230030569,0.8526955819772952,1.2115020338842457,1.0751515711568833,N/A
17,1828,9.479741064916096,2477,6282,1.047598618987595,1.1988356974903291,0.8430460511051185,1.2147897393079004,1.0760675267227358,Tornado
18,6400,10.359765625000056,4572,0,1.0527355707749926,1.1957833272652392,0.8340383100821569,1.2141083042716794,1.074166378098517,N/A
19,1247,10.993183640737742,1720,6873,1.0464674820398423,1.1944082839784493,0.8204343396184195,1.2153449147219686,1.0691637550896698,Volcanic Eruption
