Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,0.9688364308786573,1.0503293750904121,0.961807654789904,1.1903098888038186,0.444922735336164,N/A
2,12,10.027777777777752,2,0,0.9312161768031147,1.0701804787147104,0.9740487796599209,1.1552612814069543,0.4321012804617984,N/A
3,20,16.0283333333335,8,0,0.9889417845373574,1.1061394349582332,0.9723719719653967,1.1912678053725874,0.4506298850806624,N/A
4,17,18.38431372549042,7,10,1.0356825300698285,1.1721084464119402,0.9543417832737203,1.2072285110249923,0.47712039821373986,N/A
5,14,19.745238095238367,4,7,1.07367420837946,1.2172079664993676,0.8796116472224957,1.224446949245071,0.5328607816451835,N/A
6,14,12.58333333333344,9,9,0.9731928710733155,1.2020824901322253,0.7894648298114647,1.222894970859556,0.5739196484748836,N/A
7,20,12.236666666666752,10,4,0.9337785450984111,1.2069647383564994,0.7794649904117157,1.2272959078897865,0.5761283671535933,N/A
8,30,13.753333333333464,15,5,0.9393241801969865,1.2241498901743977,0.779500307042028,1.254293890899869,0.5846083583538565,N/A
9,45,12.598518518518624,23,8,0.9474993146059846,1.2217733434209705,0.7832095380458234,1.281617097984166,0.5874783334263938,N/A
10,75,12.530666666666772,39,9,0.9483749579046342,1.2192090639106932,0.7827978268965252,1.258733122362836,0.5836018831345197,N/A
11,137,12.173479318734891,76,14,0.9411363139219798,1.2245372034698676,0.789688367549593,1.2565163684578144,0.5778127214863646,N/A
12,275,11.462545454545534,165,27,0.9548448628346058,1.2303723992076145,0.7853596196005895,1.2580561592597468,0.5845769395092512,N/A
13,589,10.99513299377483,362,48,0.9602234122062592,1.2293753553315387,0.7897025191394529,1.261801105629526,0.5827341797733068,N/A
14,1294,10.92782071097379,799,94,0.9630285620031043,1.2281749545502108,0.7889106928891023,1.2618423477357845,0.583597255542924,N/A
15,2914,10.843331045527405,1819,199,0.963654639600121,1.226792574116757,0.7863227763322628,1.261948601753171,0.5854077433821706,N/A
16,808,8.364273927392718,422,2528,0.9817921211119397,1.2368960575416257,0.7836549235688876,1.2685493973979993,0.5933287677472695,Spaghetti Tornado
17,2230,11.008579970104712,1422,0,0.9835374837777862,1.2361084243145903,0.7791426497641449,1.275563975831441,0.5981292189103593,N/A
18,821,9.524563540397866,800,2209,0.9864825600547151,1.225961246590843,0.7820131454237155,1.2756767848045747,0.5947249713746054,Fungus Takeover
19,2814,10.491127694859099,1993,0,0.9909326316614459,1.2266746986853838,0.7807229557960615,1.2722587320259777,0.5960058834296522,N/A
20,1042,9.075975687779888,559,2331,0.9988528264353715,1.2305763221597639,0.769452944088799,1.2700236745549733,0.6063966787545365,Spaghetti Tornado
21,3094,10.922193492781805,2052,0,0.998970530550011,1.2260179329716123,0.7655138815973064,1.2687741884429498,0.6085258954284942,N/A
22,975,9.067350427350405,430,2549,1.0060685402977885,1.2248188698953286,0.7617715913344267,1.2772483586905814,0.6140310838210444,Typhoon
23,2664,11.485948448448532,1689,0,1.0058443366379906,1.2234651554993756,0.7593661401341676,1.2820189482857118,0.6165367411654996,N/A
24,577,9.85297515886768,442,2529,1.0194731893527602,1.209197545660372,0.7474453256609872,1.2688926432673453,0.6239142419659003,Meteor Strike
25,2013,10.41756913396265,1436,0,1.0200121499451817,1.2077258255538166,0.7514696799119063,1.2648307205547433,0.6196867799045325,N/A
26,1071,9.295985060690919,1266,2208,1.0216662391392544,1.1946194475853846,0.7493448114799008,1.2675600510959526,0.6198918814495653,Cheese Shortage Crisis
27,3431,10.66040998737013,2360,0,1.0227143178682627,1.1876044633022964,0.749959765258394,1.2675564932009074,0.6183221083730513,N/A
28,1878,7.739314873979392,941,2494,1.022698291504791,1.188871940710369,0.7426425313401213,1.270768476145176,0.6252157776952434,Drought
29,5005,10.332214452214524,3127,0,1.0230091187490944,1.1891013281145029,0.7400803001173115,1.2716064346399305,0.6276286291188163,N/A
30,2572,8.044245723172608,1152,3585,1.0293441157338532,1.18789829944102,0.7391052994444889,1.2717015243092025,0.6293995261760157,Drought
