Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster,Recovery_Rate
1,40,0.03333333333333333,0,0,1.0986641698191353,0.9606715191075132,0.963224557955369,1.0972303088632125,0.4369442856247055,N/A,1
2,48,10.027777777777752,8,0,1.0973389394876467,0.9592575464378901,0.9544278890491201,1.1037148483494876,0.44149468954622834,N/A,2
3,69,17.547342995169277,22,1,1.0980293271817716,0.9508108142809398,0.9239527272160337,1.1274909816669187,0.45836849001286717,N/A,3
4,63,17.252910052910217,25,31,1.122667789331597,0.945078449040657,0.8604183529830209,1.1698619212969619,0.501710692780183,N/A,4
5,50,21.094000000000218,15,28,1.1277355229456005,0.9283366583412943,0.8307047027902985,1.166457690603264,0.5172363273520793,N/A,5
6,40,21.481666666666936,13,23,1.157654848773743,0.9100683294047173,0.8054626694458991,1.1924691240060485,0.5396802650791648,N/A,6
7,35,18.460952380952552,13,18,1.1924417454289788,0.9475662874502098,0.8028243398761299,1.2146264437430698,0.5571388094087689,N/A,7
8,29,17.257471264367986,13,19,1.1796113094819756,0.9898114155030674,0.8112244572527129,1.1914198556010018,0.5523900815265278,N/A,8
9,28,21.89047619047646,7,8,1.1739926383661154,1.0100566447149533,0.8003668090239956,1.1463549806337976,0.5548129892719424,N/A,9
10,20,21.06833333333359,8,16,1.1562004142509643,0.978323581538924,0.8130875350646516,1.084037390877471,0.5277925189053502,N/A,10
