Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.0811134532561248,1.0764190449712463,1.021538569249356,1.0599956544436142,1.0597666804800854,N/A
2,15,8.0222222222222,5,0,1.1113584131207501,1.0977409563920375,1.0120667048450132,1.0777536429856176,1.0747299293358545,N/A
3,21,16.511111111111266,6,0,1.0628738184713338,1.1072237446871187,1.0154255769399558,1.1058768965390382,1.0728500091593616,N/A
4,24,14.676388888889027,13,10,0.9919539317547859,1.1818764688073433,0.9412148471313251,1.1933289818178008,1.0770935573778138,N/A
5,32,13.066666666666773,18,10,1.0089262924655524,1.2210774864156293,0.9021356993935087,1.26369471974535,1.09895854950501,N/A
6,48,13.724305555555675,23,7,1.049670004758338,1.238237394729657,0.8902964945856805,1.3148416416123825,1.1232613839215146,N/A
7,71,13.239436619718425,35,12,1.0616307716742752,1.2554340417615555,0.8794231881554234,1.337222983388897,1.1334277462450377,N/A
8,112,13.022619047619164,56,15,1.073504664179256,1.2605455945587984,0.8665889567121816,1.3750601311258583,1.1439248366440236,N/A
9,196,12.195408163265398,109,25,1.0824249765041363,1.258598175753747,0.8617665049852871,1.3891944397634568,1.147996024251657,N/A
10,382,11.29162303664929,228,42,1.0884038411479842,1.2559232627816486,0.8506883701221604,1.3854988597734474,1.14512858345631,N/A
11,778,11.127977720651316,463,67,1.0900277382620702,1.2565192911668734,0.8410427712741133,1.3765491577687654,1.1410347396179557,N/A
12,1607,11.056378344741827,964,135,1.0861453263870553,1.2538535876404535,0.831013283850258,1.3734612589766644,1.136118364213608,N/A
13,3473,10.961023130818765,2128,262,1.082558871400812,1.2486495735847303,0.8229883323132121,1.369049241477179,1.1308115046939835,N/A
14,7618,10.844031679355977,4715,570,1.0815425653081807,1.243503736527337,0.8172405409045346,1.3665451993024496,1.1272080105106255,N/A
15,3181,8.470627685214271,1691,6128,1.0789627310608674,1.2419974947888568,0.8135473527753853,1.3622649471265045,1.1241931314379034,Zombie Outbreak
16,8702,11.160131770474297,5521,0,1.0794320032375129,1.237029540442202,0.804386969717006,1.3571129687332737,1.1194903705324986,N/A
17,2861,7.916567633694493,1288,7129,1.0679198667158447,1.232887082944809,0.7924029519823418,1.354112018386551,1.1118304800073866,Global Warming
18,7446,10.900152207001598,4585,0,1.0692255367689045,1.2318884484893378,0.7847224963429463,1.3541505456149903,1.1099967568040445,N/A
19,2073,8.37197298601059,1265,6638,1.075557465906344,1.231388101566008,0.7849322599418392,1.3454429530025627,1.1093301951041885,Tsunami
20,6179,10.463332793871785,4106,0,1.0755104126917798,1.2325047117125956,0.775192565417626,1.3429282246420884,1.1065339786160224,N/A
21,3071,9.145262129599455,2401,5509,1.073372744245237,1.2220214101756648,0.7638000506186104,1.3441113126754844,1.1008263794287492,Zombie Outbreak
22,9986,10.565498364376861,6915,0,1.0743777072327438,1.2185028220921683,0.7608453270498169,1.3404223859449471,1.098537060579919,N/A
23,6135,8.33162727519694,3113,6964,1.0734012889218303,1.214302545635738,0.754293803558518,1.3353849770193114,1.0943456537838494,Tornado
24,16750,10.702278606965248,10617,2,1.0741950519496686,1.2128884790369443,0.7488590728854874,1.3325578700662972,1.0921251184845993,N/A
25,5583,7.706066033793043,2549,13716,1.0792353801907515,1.2098259527753585,0.7490811577085288,1.3333383603921527,1.0928702127666978,Spaghetti Tornado
26,15132,10.465560842365038,9549,0,1.0786691728764783,1.2097833348290057,0.7461548964256992,1.3314105856373502,1.0915044974421333,N/A
27,5742,7.864292348775088,2603,11993,1.0852244448926633,1.2072424367936982,0.748731351521238,1.3316225301525786,1.0932051908400444,Drought
28,15421,10.652642500486422,9679,0,1.083863991624501,1.207159191124024,0.745520246882153,1.330380755528845,1.0917310462898806,N/A
29,6257,8.043492621597125,2848,12012,1.092544471934901,1.2030497895276935,0.7449931693376405,1.3284813058352307,1.0922671841588663,Plague
30,17337,10.579663917248347,11080,0,1.0926767274626183,1.200502578895477,0.7419089228447733,1.3269952136914092,1.0905208607235695,N/A
31,9217,8.399620266898102,4233,12353,1.0927103988933857,1.1978287758101522,0.7392638237921902,1.320894963445372,1.0876744904852749,Zombie Outbreak
32,26143,10.685743793749833,16926,0,1.094581697424194,1.1961339112320406,0.7357956215994732,1.3202444858459548,1.0866889290254156,N/A
33,18594,8.230291133340486,9484,17033,1.096463731622799,1.1936463112743196,0.7324949908889202,1.3160874678069021,1.0846731253982353,Zombie Outbreak
34,51954,10.509278720919859,33360,0,1.095475462011846,1.1914311474165813,0.7310441275690001,1.3148984619552235,1.0832122997381628,N/A
