Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Var_Vision,Var_Speed,Var_Metabolism,Var_Memory,Avg_Fitness,Disaster
1,75,0.03333333333333333,0,0,1.022002216831446,1.0492296167674737,1.0012836701404755,1.0900364615043299,0.04451777835441425,0.036428922422284286,0.02758496527220041,0.05352159417570119,0.4209620629166609,N/A
2,94,9.60106382978721,19,0,1.0243031544679082,1.0502872183084468,1.0047722518273372,1.081254628313852,0.04605375041159354,0.03652458108666768,0.02779362856949181,0.05381314911232419,0.41878080601195,N/A
3,135,17.501728395061914,41,0,1.009448896916144,1.040064847039414,0.9798396156952476,1.0726216691075823,0.044785640061695775,0.03623925772333096,0.027696325438671763,0.05314449748130125,0.4248498581539553,N/A
4,112,18.584821428571615,38,61,1.016444400124935,1.0356695074082514,0.9507674157683779,1.0505382917584485,0.04386774107601212,0.037194675915203465,0.026692724263612414,0.05059159188393186,0.43510847452762536,N/A
5,83,20.757028112450055,25,54,1.0107372816573108,1.0563754440604658,0.9012222453142887,1.0578582430696573,0.043215591874521245,0.033591231467030594,0.027063217518994362,0.0511041883022354,0.46233079354695594,N/A
6,66,21.488383838384127,15,32,1.023934059387072,1.045984926915561,0.861490374985712,1.0391765019747707,0.045270781540623084,0.0297203168036031,0.022964130919703143,0.04651770180818294,0.48119639770848177,N/A
7,46,21.764492753623426,10,30,1.0339505050827973,1.0554468226406832,0.8289475215003862,1.009679512921703,0.04519858684707797,0.0286437436464574,0.018976077604759733,0.0433476540249541,0.4984757595649138,N/A
8,33,22.201010101010375,9,22,1.008100213805627,1.0516674081473714,0.7947275684830725,0.9566984710713742,0.03676145563398425,0.031118435144611413,0.013315759942352342,0.042282066489439114,0.5060796869518475,N/A
9,25,21.565333333333616,6,14,1.0212311953036177,1.0923842718427967,0.7583867505624172,0.8790016375906936,0.03508768459178006,0.028798093351924625,0.0057002741523920035,0.02273116661664479,0.5261373747221177,N/A
10,16,22.48750000000026,7,16,1.0399122232052862,1.110379395267759,0.7419755722892928,0.8316165531074053,0.024046352216560513,0.028584752735227842,0.0035950538654683896,0.00985110649969163,0.5358501965017646,N/A
