Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.0461807329659603,1.068316734569422,0.9650364579857605,1.1428308849876343,1.0555912026271943,N/A
2,11,10.99999999999997,1,0,1.067390841607834,1.0399633435466393,0.9410040525758604,1.1031515188136434,1.0378774391359942,N/A
3,17,20.400000000000304,6,0,1.0945467534864424,0.9953706015129541,0.9058440016390311,1.1629803130274805,1.039685417416477,N/A
4,15,14.555555555555712,8,10,1.1764006155094584,0.915034649782253,0.834821904594117,1.2425120270438117,1.04219229923241,N/A
5,22,11.613636363636449,12,5,1.1805989991149382,0.8394426537679618,0.860024776390106,1.2896306401010007,1.0424242673435016,N/A
6,31,14.197849462365733,12,3,1.1819305447226336,0.8216926949570796,0.8546348218100074,1.3596052320282375,1.0544658233794895,N/A
7,41,15.130081300813165,17,7,1.1843081018088208,0.8355074197214789,0.8670641687065338,1.391255770626818,1.069533865215913,N/A
8,61,13.497267759562966,32,12,1.1719635935848174,0.85179559365225,0.8480938356564083,1.445822430566784,1.0794188633650648,N/A
9,96,12.485069444444553,50,15,1.1605784999378226,0.8547707772055754,0.8391409075420325,1.4594667118532547,1.0784892241346713,N/A
10,168,11.80555555555564,94,22,1.1597549702535541,0.8503559173496779,0.824867050842444,1.4616174214231212,1.0741488399671995,N/A
11,357,12.231652661064512,222,33,1.174818668077656,0.8358171661194062,0.8144060726024313,1.4566006251755284,1.0704106329937555,N/A
12,767,11.542546718817983,475,65,1.1747307898425023,0.8277257054561512,0.8016571957793472,1.4519950330026883,1.0640271810201725,N/A
13,1735,10.939500480307467,1093,125,1.1704268294481976,0.826716149981481,0.7916601049267461,1.4514490747282087,1.0600630397711583,N/A
14,1028,8.791699092088177,1430,2137,1.1685556590187685,0.8293311847605049,0.7863312531382193,1.4503955731926716,1.058653417527541,Giant Ant Colony
15,3599,9.592349726776005,2571,0,1.1675938483553765,0.8308656095604601,0.7831765632221667,1.4481297431033953,1.0574414410603497,N/A
16,2196,7.374499089253169,1139,2542,1.165979744714728,0.8249820896244328,0.7726583182450997,1.4476108801070668,1.0528077581728317,Plague
17,5605,10.305893547427964,3409,0,1.165723795561753,0.8268091917469655,0.7649507339645907,1.4439891553006718,1.0503682191434953,N/A
18,2732,7.6931429965836795,1231,4104,1.1664123752614743,0.8291448199091834,0.7579262428454623,1.4378016441356858,1.0478212705379515,Avengers Woop-sie
19,7310,10.484974920200711,4578,0,1.1661241876391246,0.8309152521276352,0.7523011992895227,1.4359903888338115,1.0463327569725236,N/A
20,2974,7.806713741313588,1343,5679,1.1578848987583117,0.8363270335147108,0.7504019526599277,1.43287741328324,1.0443728245540476,Drought
21,8101,10.502444142698504,5127,0,1.156920402587722,0.8398758400354969,0.7454181682836464,1.4303283596760052,1.0431356926457176,N/A
22,4310,8.298499613302377,1979,5770,1.1560015795263634,0.8429032633909967,0.7401614665892053,1.4264387249384365,1.0413762586112505,Banana Peel Pandemic
23,12124,10.664175739579969,7814,0,1.1550094049871202,0.8444379163061956,0.7371061393241755,1.42389881135472,1.0401130679930528,N/A
24,3418,7.6236493075872644,1559,10265,1.1604130078700774,0.8490467053797441,0.7407080003631383,1.419927190771465,1.0425237260961062,Avengers Woop-sie
25,9237,10.43151816967998,5819,0,1.1614283662375284,0.8503908092749396,0.7374908105936323,1.41665499892233,1.0414912462571078,N/A
26,3257,7.855449800429824,1480,7460,1.165610509079676,0.8549750802347489,0.7452224870697097,1.411363858128316,1.0442929836281127,Tsunami
27,8698,10.729803786311102,5441,0,1.16627531786892,0.855990126547848,0.7414849993331991,1.4107053024480276,1.0436139365494987,N/A
28,2585,7.999832366215325,1150,7263,1.1626666057650286,0.8592688916969893,0.7497111357786509,1.4101839079799283,1.0454576353051492,Zombie Outbreak
29,6965,10.793132328308282,4380,0,1.1601603391710393,0.8609523556738979,0.7445133401765316,1.4098332423985405,1.0438648193550022,N/A
30,2096,7.827401399491075,975,5844,1.163557255191726,0.8667540205038138,0.7477958946664571,1.3996259956904307,1.044433291513107,Cheese Shortage Crisis
31,5566,10.766343274643743,3470,0,1.162739992129222,0.8675910398271808,0.7449405678160422,1.3998574998997753,1.0437822749180552,N/A
32,2452,8.325013594344732,1120,4234,1.1597244474758093,0.8655603430852933,0.7484392791720995,1.394253138136832,1.0419943019675084,Fungus Takeover
33,6677,10.940492237032675,4225,0,1.160179399539115,0.8674190118823565,0.7440951730847043,1.3920852189788284,1.0409447008712511,N/A
34,2666,8.384796199049742,1203,5214,1.1571020841323876,0.868242346549435,0.744812221999472,1.3839718917976869,1.0385321361197455,Banana Peel Pandemic
35,7427,10.797594362910178,4761,0,1.1603950390350708,0.8678674207803656,0.7402002175921629,1.3805063285302985,1.0372422514844744,N/A
