Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster,Recovery_Rate
1,30,0.03333333333333333,0,0,1.0205040178168356,1.0192025254082577,1.0313027045923013,1.0675700668875268,0.4017283637191663,N/A,1
2,36,10.02777777777775,6,0,1.02162850106787,1.0144804057599475,1.0364690282601228,1.0477318141947312,0.3967110946800167,N/A,2
3,53,17.53710691823919,17,0,1.0175559345188452,1.0296943860227334,0.9896103820447102,1.0853412452515314,0.4220639587229096,N/A,3
4,44,17.700757575757756,18,27,1.0137470697137536,1.050571518832058,0.8750728619332944,1.1054145640289117,0.48296673956525876,N/A,4
5,37,17.915315315315507,13,20,0.9789777237717903,1.1054276912220609,0.8143001794451844,1.0810785249098847,0.5183156481778841,N/A,5
6,36,18.489814814815027,14,15,0.9803933985206841,1.0766336612838066,0.7918773335049368,1.0154933640473869,0.5173394571526311,N/A,6
7,33,15.376767676767813,15,18,1.0058857557894327,1.0777546049052804,0.7825397919999455,0.9582366346473672,0.5182913425301857,N/A,7
8,40,15.693333333333474,19,12,0.989999778541707,1.0211274033392004,0.7759419192090442,0.93709918017328,0.5066060210725497,N/A,8
9,53,15.398113207547315,24,11,1.0168776377494884,1.0174895513019797,0.7681186005039582,0.9542618424484203,0.5187790929749765,N/A,9
10,59,14.99322033898317,28,22,1.0429225016523211,0.9983944898381387,0.7703650482911868,0.9587491368754033,0.519245801717955,N/A,10
11,81,14.958436213991916,38,16,1.0595456904660971,0.9960685250109066,0.77544173037285,0.9766830236665239,0.5213883683537004,N/A,11
12,106,14.754402515723388,49,24,1.0897094689319,1.0050427297116313,0.7769959760189323,0.9662619400748477,0.5252732717959909,N/A,12
13,151,13.055629139072948,81,36,1.0780676671185343,1.010401960394354,0.7739483994313717,0.9781225381889659,0.5283026048342778,N/A,13
14,223,12.893871449925356,115,43,1.059191761419936,1.0033034314991522,0.7782055450445413,0.9678873027403334,0.5192085844082877,N/A,14
15,342,12.439473684210611,187,68,1.0594406145429478,1.013950112060381,0.7758810013607795,0.9701606625875052,0.5230271796582034,N/A,15
16,513,12.18291098115667,277,106,1.054714975637192,1.0164458136997956,0.7709277690824395,0.966845218907379,0.5254285602502399,N/A,16
17,807,12.182982238744394,442,148,1.0575714803245264,1.0137351327765174,0.7663454904006743,0.9697471444573321,0.5291005681120662,N/A,17
18,1285,11.823787289234824,725,247,1.0524347102628646,1.0140080016962174,0.7616059568937196,0.9761807910105973,0.5326680156020666,N/A,18
19,2054,11.174505030834194,1213,444,1.0552798070646023,1.0144765486427385,0.7595917332917475,0.9807999533041524,0.5354729697213668,N/A,19
20,3276,10.393538868538897,2037,815,1.0560313985472325,1.0149423490396816,0.7590868749433846,0.9817476490651604,0.5362094023611826,N/A,20
21,4688,9.639554891922641,3059,1647,1.0553019930709007,1.0187121083123594,0.7599828653470578,0.9781951026449937,0.5354873718342612,N/A,21
22,807,10.635192069392787,717,4598,1.051992404228678,1.0104728252945048,0.7642530574149408,0.9801194863348995,0.5308162763347032,Avengers Woop-sie,1
23,2154,12.324172082946557,1358,11,1.0544121569965443,1.0098334419417752,0.760697444861506,0.9798295145110666,0.5335586237799788,N/A,2
