Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,0.9867557791749922,0.9420871381536984,1.038109268107793,1.051266139536584,1.004554581243267,N/A
2,11,10.939393939393911,1,0,0.968024883376312,0.9401439313649359,1.0611525406828757,1.0659555925372823,1.0088192369903515,N/A
3,18,18.81111111111136,7,0,0.9693267179959244,0.9239633789630566,1.004907489032647,1.0229239496370948,0.9802803839071808,N/A
4,16,17.031250000000217,8,10,1.024950900848401,0.8755461991588425,0.9232861941703594,0.994019006764702,0.9544505752355762,N/A
5,15,14.537777777777928,6,7,1.0331383737747881,0.8410598135470316,0.8679256892971156,1.0803824983933437,0.9556265937530697,N/A
6,12,18.01111111111133,3,6,1.080515971847196,0.8201861868070255,0.8634076038835853,1.1529502232875541,0.9792649964563402,N/A
7,10,15.10666666666683,5,7,1.2247156041592597,0.7984481781512268,0.7956479480930796,1.1283744352652374,0.9867965414172009,N/A
8,15,12.426666666666788,8,3,1.080430273459534,0.7866669696263323,0.7561807131205304,1.1230000544520522,0.9365695026646121,N/A
9,22,11.224242424242503,11,4,0.9605440954080863,0.8020300892242681,0.7509873800458929,1.106737675341428,0.9050748100049189,N/A
10,32,14.548958333333472,15,5,0.9247290894445837,0.7958712307923496,0.7374964165376655,1.1017171636639433,0.8899534751096354,N/A
11,62,12.709139784946345,37,7,0.9051683226282905,0.7898007735674674,0.7400946779918981,1.0817528672024692,0.8792041603475313,N/A
12,129,11.48837209302334,79,12,0.9109376308093675,0.7875031205549609,0.7426492367185845,1.0665167710969987,0.8769016897949778,N/A
13,260,11.217820512820591,153,22,0.9069322391750072,0.7946050153587931,0.7472329948996194,1.0559932773838796,0.8761908817043249,N/A
14,562,11.396085409252747,340,38,0.9075619403373214,0.7944396747642487,0.749029984611871,1.0483245107436985,0.8748390276142849,N/A
15,1233,11.411192214111997,758,87,0.8980991042403562,0.7944319170276516,0.7488896840843258,1.0446015848884953,0.8715055725602072,N/A
