Generation,Population,Max_Age_Gen,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Min_Vision,Max_Vision,Min_Speed,Max_Speed,Min_Metabolism,Max_Metabolism,Min_Memory,Max_Memory
1,5,1,10.011000000000017,0,0,1.1002411345772019,1.0711004086409843,1.0136754061210027,1.1420068047694851,0.8694833092175764,1.2456140623387961,0.8672775920908322,1.2967469211699574,0.7725287832818877,1.2955398670683815,0.9692908232314735,1.3688701251375872
2,8,2,12.517874999999764,3,0,1.0990451635407243,1.0401685736971955,0.9936841797751548,1.0827780597368173,0.8694833092175764,1.2456140623387961,0.8672775920908322,1.2967469211699574,0.7725287832818877,1.2955398670683815,0.9692908232314735,1.3688701251375872
2,9,2,20.74177777777713,1,0,1.1049869526380418,1.0686772789719468,0.9994078317763331,1.0726304770335955,0.8694833092175764,1.2456140623387961,0.8672775920908322,1.2967469211699574,0.7725287832818877,1.2955398670683815,0.9692908232314735,1.3688701251375872
2,9,2,30.74477777777703,0,0,1.1049869526380418,1.0686772789719468,0.9994078317763331,1.0726304770335955,0.8694833092175764,1.2456140623387961,0.8672775920908322,1.2967469211699574,0.7725287832818877,1.2955398670683815,0.9692908232314735,1.3688701251375872
3,14,3,28.583357142856567,5,0,1.1392935435462896,1.037176040773314,0.9999007704639975,1.0420545984403653,0.8694833092175764,1.2456140623387961,0.8672775920908322,1.2967469211699574,0.7725287832818877,1.3,0.9692908232314735,1.3688701251375872
3,14,3,38.608357142856555,0,0,1.1392935435462896,1.037176040773314,0.9999007704639975,1.0420545984403653,0.8694833092175764,1.2456140623387961,0.8672775920908322,1.2967469211699574,0.7725287832818877,1.3,0.9692908232314735,1.3688701251375872
3,13,3,46.96899999999937,0,1,1.1311150421007121,1.0358236389416935,0.9976526560887862,1.0459472740582532,0.8694833092175764,1.2456140623387961,0.8672775920908322,1.2967469211699574,0.7725287832818877,1.3,0.9692908232314735,1.3688701251375872
3,9,3,46.70733333333229,0,4,1.1609893263068938,1.0183291697357193,0.9922481950989945,0.9865255949241875,1.022770786550494,1.2456140623387961,0.9555446408941326,1.2967469211699574,0.9259850751272414,1.3,0.9692908232314735,0.9914498154078201
3,8,3,55.04149999999906,0,1,1.150411234302906,1.0261772358409174,1.0005310850954636,0.9859100673637334,1.022770786550494,1.2456140623387961,0.9555446408941326,1.2967469211699574,0.9259850751272414,1.3,0.9692908232314735,0.9914498154078201
1,5,1,10.028,0,0,1.0573110384512998,1.0147964857745095,1.023657457532687,1.0660443134201742,0.8437945910518939,1.3919195456193443,0.7661775320863908,1.3517541635924202,0.8585368276354826,1.211895625911852,0.7053692274572699,1.3346249534989456
2,7,2,14.325857142856867,2,0,1.1144632806134767,0.9981750159333823,1.0194126113607085,0.9840104608664003,0.8437945910518939,1.3919195456193443,0.7661775320863908,1.3517541635924202,0.8585368276354826,1.211895625911852,0.7053692274572699,1.3346249534989456
2,9,2,20.374444444443814,2,0,1.069960174877539,1.0222766682036672,1.0023784048530264,0.9586409915771034,0.8437945910518939,1.3919195456193443,0.7661775320863908,1.3517541635924202,0.8585368276354826,1.211895625911852,0.7053692274572699,1.3346249534989456
2,9,2,30.38344444444355,0,0,1.069960174877539,1.0222766682036672,1.0023784048530264,0.9586409915771034,0.8437945910518939,1.3919195456193443,0.7661775320863908,1.3517541635924202,0.8585368276354826,1.211895625911852,0.7053692274572699,1.3346249534989456
2,9,2,40.3934444444433,0,0,1.069960174877539,1.0222766682036672,1.0023784048530264,0.9586409915771034,0.8437945910518939,1.3919195456193443,0.7661775320863908,1.3517541635924202,0.8585368276354826,1.211895625911852,0.7053692274572699,1.3346249534989456
2,9,2,50.40844444444354,0,0,1.069960174877539,1.0222766682036672,1.0023784048530264,0.9586409915771034,0.8437945910518939,1.3919195456193443,0.7661775320863908,1.3517541635924202,0.8585368276354826,1.211895625911852,0.7053692274572699,1.3346249534989456
1,5,1,10.030999999999995,0,0,1.0712093333438528,0.884320429721555,1.0096506178470037,1.017498839872255,0.7474616472410678,1.2925456628565535,0.7163271803711843,1.144739036054372,0.8709998466851347,1.1811934357874678,0.8585587579329143,1.153278411264004
2,6,2,16.701166666666335,1,0,1.092504345559986,0.9277235307770245,1.0237955344613925,1.0053724099720895,0.7474616472410678,1.2925456628565535,0.7163271803711843,1.144739036054372,0.8709998466851347,1.1811934357874678,0.8585587579329143,1.153278411264004
2,6,2,26.71416666666568,0,0,1.092504345559986,0.9277235307770245,1.0237955344613925,1.0053724099720895,0.7474616472410678,1.2925456628565535,0.7163271803711843,1.144739036054372,0.8709998466851347,1.1811934357874678,0.8585587579329143,1.153278411264004
2,6,2,36.730166666665504,0,0,1.092504345559986,0.9277235307770245,1.0237955344613925,1.0053724099720895,0.7474616472410678,1.2925456628565535,0.7163271803711843,1.144739036054372,0.8709998466851347,1.1811934357874678,0.8585587579329143,1.153278411264004
2,6,2,46.7451666666654,0,0,1.092504345559986,0.9277235307770245,1.0237955344613925,1.0053724099720895,0.7474616472410678,1.2925456628565535,0.7163271803711843,1.144739036054372,0.8709998466851347,1.1811934357874678,0.8585587579329143,1.153278411264004
2,6,2,56.74716666666541,0,0,1.092504345559986,0.9277235307770245,1.0237955344613925,1.0053724099720895,0.7474616472410678,1.2925456628565535,0.7163271803711843,1.144739036054372,0.8709998466851347,1.1811934357874678,0.8585587579329143,1.153278411264004
