Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness
1,5,0.016666666666666666,0,0,1.0661086286574144,0.892995809943257,1.0901438087936621,1.1228338064180812,1.0430205134531036
2,13,7.6923076923077485,8,0,1.0062145298725134,0.8765587958583692,1.09364385230575,1.1718177392822016,1.0370587293297084
3,19,21.549999999999855,6,0,1.0182760748548552,0.859013584539535,1.084619781066521,1.1391545410266382,1.0252659953718872
4,30,31.932222222221615,11,0,1.0451315429631256,0.8506593659232137,1.061369539202312,1.11227733633229,1.0173594461052353
5,34,37.407843137254,12,8,1.0962011865908838,0.8167608139717422,1.0287295378413535,1.0987486772512813,1.0101100539138153
6,31,35.60483870967658,12,15,1.1824302953122032,0.807516600180401,0.9512838829540113,0.9928552455889175,0.9835215060088833
7,36,31.20092592592526,17,12,1.2172930982889174,0.8310302117111126,0.901584290486089,0.9531013830084777,0.9757522458736492
8,54,24.968209876542787,28,10,1.2228670693208057,0.8545696989985097,0.878190822219459,0.9072200950876753,0.9657119214066123
9,96,24.382812499999574,50,8,1.2304923100575056,0.8583984703506099,0.8673571423440304,0.9083916884363895,0.9661599027971339
10,203,20.201724137930707,122,15,1.2416524801920887,0.8656525469916423,0.8656869861821086,0.92281869580585,0.9739526772929223
11,459,17.96706608569331,286,30,1.2422044266800714,0.875126512981962,0.8625598223501603,0.9275463161288855,0.9768592695352698
12,1130,17.19449852507358,729,58,1.2425232842752925,0.8754539402722109,0.8532267405955366,0.9225673384119761,0.9734428258887541
13,3077,16.88370165745842,2073,126,1.2448158591907783,0.8771564035079257,0.838703383994029,0.9262165555209597,0.9717230505534232
14,9101,16.245396110317426,6352,328,1.2451730337129558,0.8757515224438011,0.8265005951021118,0.9256852939356969,0.9682776112986413
