Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.0608336024974894,1.0197915620199942,1.0335290681842615,1.026927880579364,1.0352705283202772,N/A
2,12,10.027777777777752,2,0,1.0640965944958924,1.025431450826594,1.0385324769849615,0.9918926771684412,1.0299882998689724,N/A
3,17,20.621568627451314,5,0,1.041178401450193,1.0446500116474267,0.9933459373311129,0.995908229338458,1.0187706449417977,N/A
4,12,15.888888888889063,5,10,0.9716385755483646,1.0610564305302914,0.9791166606389295,0.9827479271096298,0.9986398984568039,N/A
5,16,14.78125000000013,9,5,0.9950373497385209,1.0667135478249745,0.9595397993945423,1.0341372679477978,1.0138569912264588,N/A
6,20,15.725000000000174,10,6,1.0354832365089488,1.0640404299226196,0.9561397594289156,1.1245587839986686,1.0450555524647882,N/A
7,26,12.548717948718053,14,8,1.0338856714052127,1.027158881392992,0.9381184574518981,1.1184234171839684,1.0293966068585176,N/A
8,45,11.82370370370382,24,5,1.0347175110863698,1.026681244743262,0.9191240395037872,1.0945159355339311,1.0187596827168375,N/A
9,76,12.19868421052641,39,8,1.0134510123681248,1.0250520843380158,0.8846630383516584,1.0646398619749657,0.9969514992581912,N/A
10,137,12.390754257907641,74,13,1.0106347846987067,1.0243327033144818,0.8689554688235762,1.062180440104938,0.9915258492354256,N/A
11,262,12.168066157760908,149,24,1.0008751045741728,1.02107463735234,0.8636579312570539,1.0554176958490682,0.9852563422581588,N/A
12,532,11.987468671679286,311,41,0.995233492579648,1.0179454238910295,0.8550755643808021,1.0658855932386253,0.9835350185225262,N/A
13,1099,11.739824082499322,655,88,0.9906461192521226,1.0195387935103677,0.8408480415025507,1.0713858597364943,0.9806047035003838,N/A
14,2414,11.623184203258848,1474,159,0.9926221755899892,1.0193649222421681,0.8289523370611919,1.0715173979495607,0.9781142082107275,N/A
15,910,9.865970695970672,775,2279,0.9850425865771731,1.0180444384950618,0.8258582997979409,1.0577651713903717,0.9716776240651368,Global Warming
16,3153,10.784607252352325,2243,0,0.986454190209754,1.0194984199870438,0.8188328685809991,1.0609735236284337,0.9714397506015576,N/A
17,1991,7.885769295161544,1075,2237,0.9889420094945927,1.0196815001442217,0.8046464003661294,1.063263918668454,0.9691334571683494,Alien Invasion
18,5025,10.802096185738051,3034,0,0.9911142557099858,1.0169968613626605,0.7986139639537504,1.0632144759905093,0.9674848892542265,N/A
19,2097,7.667270704180556,954,3882,0.9974228633421828,1.0190787511477324,0.7966987439643257,1.0825208488999691,0.9739303018385526,Avengers Woop-sie
20,5593,10.594892425055201,3496,0,0.9970508047979868,1.0189541786456735,0.7904439473810336,1.0840955428359025,0.9726361184151492,N/A
