Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness
1,10,0.03333333333333333,0,0,0.8715823351803001,1.0012550406692162,0.9897060162381532,1.0896201104891827,0.9880408756442131
2,12,16.666666666666796,2,0,0.8937316654804501,0.9978323809798685,0.9689314026981082,1.0607660782179642,0.9803153818440977
