Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness
1,5,0.016666666666666666,0,0,1.0432179795625782,1.1740707217266884,1.062495525001515,1.0514017030985918,1.0827964823473433
2,9,11.111111111111192,4,0,1.0712632651450027,1.0937161447007169,1.0306549887627616,1.0732799211538,1.0672285799405703
3,13,25.334615384615127,4,0,1.0967325900139548,1.1402239781607266,1.0184086286709335,1.0793432416900566,1.083677109633918
4,25,28.890666666666085,12,0,1.1199297242598307,1.1467658851741462,1.003894299589478,1.0803805187527642,1.0877426069440548
5,39,29.17905982905917,20,6,1.1348891562236707,1.1042501374894365,1.003318384990719,1.1102354341212253,1.0881732782062628
6,50,28.72799999999932,18,7,1.152359239020367,1.106960848596327,0.9826274044211779,1.1053952030676688,1.0868356737763851
7,72,27.69259259259191,30,8,1.1705227258407644,1.1197085419903972,0.9838880807116998,1.1003649123069656,1.0936210652124567
8,94,28.440957446807836,33,11,1.1739826682699166,1.1408393816073388,0.9711591781679616,1.1041934895733532,1.0975436794046425
9,136,27.89558823529349,55,13,1.1695420816994686,1.1706091297366552,0.9425812062040556,1.1042403867571462,1.0967432010993314
10,216,23.77283950617241,108,28,1.162973037095583,1.1899140963562798,0.9162844649455432,1.1095561014841104,1.094681924970379
