Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Var_Vision,Var_Speed,Var_Metabolism,Var_Memory,Avg_Fitness,Disaster
1,100,0.03333333333333333,0,0,1.0943274284216709,1.0292595575018617,0.9856516746707804,1.1248360149923662,0.04122376475634981,0.044857128500864034,0.030348844461075372,0.050391112621260434,0.4394281244775999,N/A
2,128,9.401041666666641,28,0,1.0901426973897612,1.0477698283360206,0.98102180471222,1.137546030914662,0.03924752792741249,0.04494150229386598,0.03352167015486815,0.04985038824894167,0.4451764532187662,N/A
3,182,17.232417582417767,54,0,1.0868096706447221,1.0452866722227228,0.951497898140783,1.131238388558768,0.04220564754810258,0.045971018884290005,0.032323519289636164,0.053251408474711256,0.45729086566948596,N/A
4,165,19.546464646464855,49,66,1.0934008965541915,1.055854527128831,0.9167275309161782,1.1347561066309526,0.04576406049546119,0.0446764949018751,0.03161699898381856,0.05479598155649074,0.47764269019417094,N/A
5,148,19.249549549549794,44,61,1.0762066751986772,1.0433993029172006,0.8508331782087348,1.1271594496452715,0.04859096429298233,0.047772040795614056,0.021184528431943257,0.055794463949031196,0.5087978091618521,N/A
6,145,18.25448275862088,50,53,1.065377438423384,1.040440472186761,0.8207300875510054,1.125914055994356,0.05091269431021893,0.0434767770577383,0.01643784055734298,0.056258176893315165,0.5250174230032576,N/A
7,149,16.70894854586147,55,51,1.0698332922616467,1.0779447331120278,0.8072467104035991,1.137199176241654,0.04717232104597525,0.04404552526076868,0.01541241486466341,0.054178855234795896,0.5425812884345999,N/A
8,160,16.596041666666842,59,48,1.0867179101444342,1.0862783446195896,0.7925242387133296,1.1669407616736815,0.04782814792816107,0.04455029543631238,0.011708515717199473,0.048750335696954264,0.5619070228666022,N/A
9,186,17.144982078853232,70,44,1.0975077272748144,1.092474996181796,0.7776214214247741,1.157407209821277,0.04477925128744241,0.04398529542593161,0.007993454400672275,0.05348024734859513,0.5739536559481999,N/A
10,217,16.824423963133817,87,56,1.0980924148950792,1.0969657099347816,0.7667581063104255,1.1725769068782714,0.04359075936978077,0.04625922734296783,0.007257717419023106,0.05318216409357189,0.5856058130097733,N/A
11,258,16.351291989664244,112,71,1.09697462975333,1.1023565374603006,0.7629426022851222,1.1659985161885977,0.04135956908479118,0.04760936334536271,0.006047762583843389,0.058012804134926134,0.5881315620725307,N/A
12,324,16.192181069959005,138,72,1.0875345889552464,1.0997861236814017,0.761179396995255,1.1825938082568335,0.04161128222523683,0.049058755945682875,0.005706544013568186,0.05814237379473478,0.5902970283914973,N/A
13,407,15.55904995905011,178,95,1.095347479845449,1.0908541574038022,0.7601490536683745,1.2017656362799958,0.04189726592760281,0.04968434571868532,0.00543990290728003,0.05770528778485304,0.594263674504254,N/A
14,77,10.087445887445863,196,526,1.0991652146350925,1.0819863198493815,0.7510062261029244,1.2089944712396712,0.03637969279878376,0.047458328732146254,0.006130044817935136,0.053940644283773674,0.6018851132239978,Giant Ant Colony
15,162,14.017283950617408,85,0,1.111469887187214,1.0622470117933196,0.7471532516816943,1.2161597912414346,0.033596184219403406,0.05028338960660241,0.005194833256226767,0.05225129074488982,0.6049408975721335,N/A
16,208,15.512500000000133,92,46,1.1293993766893076,1.0555620818233111,0.7425737702643995,1.218543945828787,0.028913607229943558,0.04864701646985598,0.003992484977562455,0.050333029473493794,0.6111187046335809,N/A
17,281,15.589205219454492,122,49,1.1240934907727897,1.0612720469198695,0.7410744516258684,1.2218265396505963,0.031597790306618655,0.05158502539046047,0.004230755439686573,0.05096904605639152,0.613018403187984,N/A
18,359,15.187650882079991,164,86,1.1246631757839864,1.072416165010434,0.7397932821919878,1.200932816062532,0.03367573920617328,0.052209845903695984,0.0041693548608532525,0.05179972874974994,0.6124255227602199,N/A
19,471,15.508138711960518,207,95,1.116002270150191,1.079590856467226,0.7403206938073578,1.195809477173432,0.03548859664754426,0.05361114282425959,0.004957004695583397,0.05469402978801927,0.6107988303193987,N/A
20,617,15.14154511075109,275,129,1.1057686641402742,1.0837194747917915,0.7408470006473216,1.1999444133330321,0.03805187540784342,0.05511150751749141,0.005523740011054863,0.05519839666998946,0.6100103528895173,N/A
21,815,15.006380368098304,362,164,1.1038178482076133,1.0778297375768595,0.7398434340953749,1.1955178887975608,0.040053719605211695,0.056207040757130865,0.004979441439073996,0.05534929384014866,0.6086270543102819,N/A
22,179,10.069273743016733,56,692,1.1190291156462346,1.058013886134202,0.7415615153124542,1.1770598173739033,0.04011086244658176,0.057385789428527643,0.004330204076967414,0.055502028606769054,0.6030702780364039,Meteor
23,328,15.506199186992045,149,0,1.1180223573213444,1.0542087879634892,0.7425364350316692,1.178139553047495,0.04235965310883139,0.05919876425734073,0.004460106321871537,0.057632650149722776,0.6016083144686692,N/A
24,408,14.729248366013193,191,111,1.123361515945178,1.0417879199430924,0.7438724180454934,1.1725183131655834,0.040197284749512424,0.06259981701996639,0.004830518369520662,0.06240633315734652,0.5982509308649986,N/A
25,535,15.275140186916035,231,104,1.1314420203831053,1.0290224501854115,0.7407970973442973,1.1658394695390442,0.04078585417016235,0.06111197851457701,0.004321857745193801,0.06429060985411929,0.5986891601010342,N/A
26,716,15.479283054003876,313,132,1.1324670213752892,1.0273763388190247,0.7392330837455188,1.16062454365966,0.04117738816003287,0.061738880090253,0.004116568388713085,0.06747150453237691,0.5989031924869939,N/A
27,939,14.836208732694498,424,201,1.1441134731492466,1.0258238647885372,0.7405374457228977,1.1545266192634955,0.04060614983222947,0.05996536487082275,0.004470245313664558,0.06924915938921694,0.5985677881926244,N/A
28,1263,14.866745843230545,570,246,1.1470273633794323,1.0278327173738269,0.7402152235076687,1.1574442358866532,0.03903843746760396,0.05980722581456208,0.004655769668932444,0.07084404572276172,0.6002406166590438,N/A
29,1687,14.802114206678663,755,331,1.1521132708020976,1.0269437820820435,0.7398050489539526,1.1578514346119646,0.039284055013566674,0.059529336485729945,0.004671500512137642,0.0701061553456633,0.601403210609665,N/A
30,374,10.059536541889457,120,1433,1.1517893397729146,1.033225437583768,0.7362507385636481,1.1777101942350585,0.03881698967682165,0.06298576778669851,0.004915883600848863,0.07187586881738962,0.6089818401001237,Earthquake
31,685,14.57163017031646,311,0,1.157830004603984,1.0267218770833584,0.7371766379374429,1.1667453449513328,0.03939345823589327,0.0641827120128935,0.004962949747274071,0.0714509212387098,0.6061500151018201,N/A
32,816,13.908700980392254,360,229,1.1586345087112553,1.0161519457176345,0.73855297890933,1.1631378613687475,0.03917382732293791,0.06535414235899605,0.005110865528233025,0.07165905029672576,0.6026061611679223,N/A
33,1142,15.152539404553563,507,181,1.1567805764647523,1.0176961886357023,0.737717603692501,1.1598008378849347,0.03840667242979125,0.06434383838525486,0.005134830530402949,0.07145006042679951,0.6026294409127676,N/A
34,1558,15.208750534873918,702,286,1.1567998738777558,1.0200565448890968,0.7385710478924188,1.1594241527930005,0.03811539020359841,0.06428803758014864,0.005260037067641123,0.07186892152072612,0.6022946753879652,N/A
35,2082,14.735462696125657,959,435,1.157826633060042,1.0200965073202324,0.7390760931243057,1.1624063300266638,0.038215676184471976,0.06180254320074189,0.005239190517506206,0.07152032092404166,0.6026135425896083,N/A
36,2846,14.74004450691042,1301,537,1.1621719041302736,1.0221135872939078,0.7404721148469747,1.163252696007992,0.038033205046095565,0.06241713224145049,0.005496785814169547,0.07097363293306554,0.6027754672209316,N/A
37,3907,14.416184625885297,1826,765,1.1647519582457426,1.015951473516362,0.7418478457473209,1.1577751454590808,0.03847266654415539,0.062278510316709064,0.005661266218584188,0.07182972670104638,0.6000293449857097,N/A
38,954,11.511600279524798,367,3320,1.1733614920531812,1.0083167127348274,0.7460323145189495,1.1320460972659268,0.0358058662584078,0.05818646504873803,0.006286268275258838,0.07454527580543537,0.592239636731315,Clown Invasion
