Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness
1,15,0.03333333333333333,0,0,1.0258079269965774,1.0741762244533537,0.9605970357294076,1.1699851141837223,1.0576415753407653
2,17,17.647058823529544,2,0,1.0110479906470158,1.0782443514663584,0.9330188027491954,1.150277336010877,1.0431471202183618
3,6,13.22222222222232,4,15,0.8757394059754233,1.1156875843835001,0.748220695579788,1.1041871248355015,0.9609587026935532
