Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster,Recovery_Rate
1,20,0.03333333333333333,0,0,1.085849858618953,1.0012818783890884,1.0043896499487,1.1271919803669772,0.42670341701738207,N/A,1
2,22,10.939393939393911,2,0,1.0677561486974225,0.9913840610677614,0.9981694429584991,1.0918051493090388,0.42089652297042984,N/A,2
3,32,18.57500000000022,10,0,1.0501042656122475,1.0080244163106993,1.0014008359856907,1.0985958629482802,0.42030782365838226,N/A,3
4,22,27.69696969697002,5,15,1.0642729069822923,0.9840760548184249,0.9583751452003028,1.039963870701289,0.4296595611810642,N/A,4
5,13,22.32564102564129,4,13,1.0523104678174577,0.8922136380866884,0.8761266614321574,0.9369432041260286,0.4385160939051125,N/A,5
6,12,22.25000000000019,3,4,1.0566512634477372,0.8987500354662555,0.850605278641957,0.8878456401978122,0.44568215293329655,N/A,6
7,12,18.319444444444652,5,5,0.9860594989780135,0.8741101856635627,0.8519829443330615,0.7314845771981108,0.40558781590296633,N/A,7
8,12,18.344444444444587,5,5,0.9481165572977172,0.8400354895177949,0.8591858579265591,0.7174914317767281,0.3888399629294047,N/A,8
9,10,20.270000000000245,4,6,0.9491338908964748,0.872684557673743,0.8519829443330617,0.7,0.3946586748547829,N/A,9
10,10,25.226666666666862,2,2,0.9453011193586047,0.8717053889404293,0.8519829443330617,0.7,0.3939056174838281,N/A,10
