Generation,Population,Max_Age_Gen,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Min_Vision,Max_Vision,Min_Speed,Max_Speed,Min_Metabolism,Max_Metabolism,Min_Memory,Max_Memory
1,5,1,5.014000000000003,0,0,0.9289125440828032,1.0916181498047286,0.9886253331958186,1.2039957371331513,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
1,5,1,10.029999999999996,0,0,0.9289125440828032,1.0916181498047286,0.9886253331958186,1.2039957371331513,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
1,5,1,15.038999999999993,0,0,0.9289125440828032,1.0916181498047286,0.9886253331958186,1.2039957371331513,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
1,5,1,20.05700000000001,0,0,0.9289125440828032,1.0916181498047286,0.9886253331958186,1.2039957371331513,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
1,5,1,25.07900000000001,0,0,0.9289125440828032,1.0916181498047286,0.9886253331958186,1.2039957371331513,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
1,5,1,30.082000000000004,0,0,0.9289125440828032,1.0916181498047286,0.9886253331958186,1.2039957371331513,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
1,5,1,35.095000000000034,0,0,0.9289125440828032,1.0916181498047286,0.9886253331958186,1.2039957371331513,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
1,5,1,40.100999999999985,0,0,0.9289125440828032,1.0916181498047286,0.9886253331958186,1.2039957371331513,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
1,5,1,45.11399999999993,0,0,0.9289125440828032,1.0916181498047286,0.9886253331958186,1.2039957371331513,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
2,7,2,35.9838571428571,2,0,0.9382806414610799,1.0510713145552777,0.979940968518382,1.1580885137318881,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
2,7,2,41.07185714285707,0,0,0.9382806414610799,1.0510713145552777,0.979940968518382,1.1580885137318881,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
2,7,2,46.09685714285706,0,0,0.9382806414610799,1.0510713145552777,0.979940968518382,1.1580885137318881,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
2,7,2,51.129857142857084,0,0,0.9382806414610799,1.0510713145552777,0.979940968518382,1.1580885137318881,0.8301806192181329,1.0338809481316562,0.913310815766022,1.3638929763777292,0.7142757616058991,1.179497509444255,0.7635654589851029,1.469704674646732
