Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.108907261100265,1.0208945208299014,0.9800879661217842,1.199190210969934,1.0772699897554712,N/A
2,11,10.939393939393911,1,0,1.1179178341774134,1.0331860302948404,0.9715621493604458,1.2096233875188116,1.0830723503378779,N/A
3,23,15.804347826087135,12,0,1.1720269620285806,0.962193829749545,0.985874321146781,1.2109776972457915,1.0827682025426746,N/A
4,25,13.941333333333453,12,10,1.2255798869951178,0.9298318441809147,0.9207779213450409,1.2120528350800626,1.072060621900284,N/A
5,32,14.75208333333347,14,7,1.2203863180230565,0.9652001338609707,0.851091495772797,1.2269505749590262,1.0659071306539625,N/A
6,47,15.060992907801575,24,9,1.2361521205513737,0.9458719951330753,0.8158277860309414,1.1749220084704068,1.0431934775464493,N/A
7,74,12.441441441441548,41,14,1.2296434945576649,0.9272045745646912,0.8018096773965874,1.1528605744469178,1.0278795802414653,N/A
8,130,13.099743589743694,71,15,1.2211600175461987,0.9391709803373651,0.7903157157247235,1.1471302950377305,1.0244442521615045,N/A
9,269,11.466666666666745,170,31,1.2261548401348141,0.9589945165073013,0.7746085250166304,1.158976987719259,1.0296837173445013,N/A
10,582,11.31964490263467,355,42,1.226045693960755,0.9551343497045691,0.7706283055076258,1.1487533495487856,1.0251404246804339,N/A
11,1344,10.687822420634987,857,95,1.2265432745267109,0.9640811264267194,0.767496270958809,1.1480907959065136,1.0265528669546882,N/A
12,466,10.07532188841199,777,1655,1.2223850954382907,0.9681929734113262,0.7577666002928489,1.1048132566649933,1.013289481451865,Clown Invasion
13,1675,10.549990049751313,1209,0,1.2186143066696913,0.9712780646978167,0.7567031439608071,1.1013835602109712,1.0119947688848216,N/A
14,748,9.297682709447392,518,1445,1.2186901462571393,0.9778653760442672,0.7490272374649335,1.0905828080274516,1.0090413919484478,Zombie Outbreak
15,2465,10.51338742393516,1717,0,1.216732567453825,0.9832053257042938,0.7512277706193431,1.1084325258835988,1.0148995474152651,N/A
16,1721,8.206391632771629,884,1628,1.2106657136774237,0.998116408885552,0.7480995698418015,1.106279228992792,1.0157902303493924,Puppy Stampede
17,4578,10.762647444298898,2857,0,1.2087698634653246,1.000211795235735,0.7473876750112957,1.104774841601053,1.015286043828352,N/A
18,3687,8.27902540457462,1927,2818,1.2026811966375408,1.0086504844048418,0.747549990834064,1.1125535416488235,1.0178588033813176,Fire Nation
