Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.0520441108595375,1.0680006101735906,1.0055907561632218,1.0476209857245344,0.4200072693380387,N/A
2,11,10.939393939393911,1,0,1.0389749736015865,1.063550409861646,0.9786201363674212,1.055150254886131,0.43022149534894644,N/A
3,18,16.82592592592615,7,0,1.0485321606787046,1.0451787164667394,0.8835336951340016,1.096635048983269,0.481452443930445,N/A
4,16,17.35625000000014,5,7,1.059076524205293,1.0905070853938557,0.779198118883061,1.1145911270413107,0.5585528091913227,N/A
5,22,14.3666666666668,12,6,1.0162811417116175,1.043766863352958,0.7473023742434333,1.172391747305567,0.5767303595402339,N/A
6,33,17.733333333333526,15,4,1.0101114682222045,1.1024257835196298,0.7456608576631304,1.16735626701841,0.5864853054044421,N/A
7,45,15.239259259259399,21,9,1.013052276747338,1.0799820710086057,0.7313204901668816,1.1780356961442238,0.5963769351252525,N/A
8,66,15.533333333333461,30,9,1.022235783992511,1.1233099834746614,0.7339725745317597,1.1654367356949735,0.6014725196463729,N/A
9,104,14.676923076923202,51,13,1.029484241388299,1.1121840055855978,0.7395212822220774,1.1605961118089267,0.5953877529817381,N/A
10,168,14.817063492063607,81,17,1.0457801047917472,1.0859836394335918,0.7366155224104992,1.1545630042112909,0.594851569727531,N/A
