Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness
1,10,0.03333333333333333,0,0,1.0019482143069458,1.0284464007630398,0.9957067529511893,1.1885368763307773,1.053659561087988
2,13,9.256410256410232,3,0,1.055574646134234,1.1139048374923552,0.9775505788281238,1.2242676924237268,1.09282443871961
3,22,14.904545454545605,9,0,1.0931747577742748,1.1056503118498073,1.0001998724266914,1.2335319954325235,1.108139234370824
4,33,10.932323232323284,21,10,1.1220981052282566,1.1172590056638494,1.008276822217978,1.2977076096964628,1.1363353857016367
5,60,12.182222222222304,33,6,1.1192070258641926,1.075799068272885,0.9590020813049571,1.302462754001315,1.1141177323608376
6,106,12.677672955974947,57,11,1.106989261829075,1.06742327428656,0.9044868158857228,1.2881360377315834,1.0917588474332351
7,219,11.055859969558675,136,23,1.1042676849121338,1.0712215568390149,0.852211085363122,1.2844257641054622,1.0780315228049333
8,545,10.34568807339455,363,37,1.0959338228891087,1.0615289641849037,0.8132109468694365,1.2747627085333375,1.0613591106191966
9,1558,9.77845528455289,1086,73,1.0933432664231673,1.0715849466247112,0.7932654334797188,1.269376761989067,1.056892602129166
10,4784,9.29970039018956,3418,192,1.0911845199161543,1.0732279723056686,0.7812981414760095,1.269886280387684,1.053899228521379
11,7553,8.529198111125801,10793,8024,1.092413754466785,1.0709203874037316,0.7693457680649218,1.2695971422742482,1.0505692630524217
12,32961,9.043246058473178,25408,0,1.0918503455974564,1.0687289302149368,0.7685911895661438,1.2698694065793332,1.0497599679894676
