Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness
1,10,0.03333333333333333,0,0,1.0406155609386878,1.0828520647365025,0.9818897179446324,0.8764116012478317,0.9954422362169136
2,19,6.333333333333317,9,0,0.9695170448464916,1.0731666615609476,1.0107511532169458,0.8725723050344177,0.9815017911647007
3,25,15.658666666666793,6,0,1.0107376651668707,1.025203333494476,1.0267412028291119,0.8762541008756844,0.9847340755915358
4,36,13.006481481481586,21,10,0.9933327927729485,1.006114342326368,1.0010276786639518,0.9052455478560361,0.9764300904048261
5,61,12.180327868852551,35,10,0.9785781276258348,1.0536542199919323,0.9360232844042501,0.9241865938520216,0.9731105564685096
6,118,11.97853107344643,66,9,0.9757106251809835,1.0482630254088539,0.9052093017380868,0.9600860392636957,0.972317247897905
7,245,10.677414965986461,151,24,0.9647823653806417,1.0663701088815438,0.8348195727251945,0.9455250964698592,0.9528742858643098
8,591,10.473152848279815,380,34,0.9544323718601493,1.074415404078851,0.8048673806823013,0.9397659869122804,0.9433702858833954
9,1623,9.923084822345501,1112,80,0.953034557647292,1.0820555657627051,0.7868769582235235,0.9315210353675833,0.938372029250276
10,4751,9.529004420122122,3330,202,0.959699978081712,1.0853685759664784,0.7743841672915123,0.9322623191747633,0.9379287601286165
11,14818,9.196227561074409,10599,532,0.9631933096418988,1.0870565147361262,0.768126545381404,0.9321264216845525,0.9376256978609954
12,46831,8.974149601759555,33589,1576,0.9640098517399986,1.0865783423441717,0.763145974024848,0.9323093575489061,0.9365108814144811
