Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.1427754387888567,1.026044012332224,0.9999422669183143,1.0477190246477506,0.5,N/A
2,16,7.5208333333333135,6,0,1.1751155225602485,0.9871032065081171,0.9767440862083033,1.119857480937122,1.0,N/A
3,24,14.200000000000138,8,0,1.1864022941925456,1.0135282936042076,0.9573544653633824,1.1562957655662534,1.0,N/A
4,23,14.457971014492871,9,10,1.2315113312997605,1.0124399679118492,0.950880402605698,1.2731184678133023,1.0,N/A
5,31,14.501075268817354,15,7,1.2358535401645816,1.0587652111502033,0.9040446764127843,1.2209188760458523,1.0,N/A
6,40,14.455833333333477,18,9,1.2800762340668368,1.0833492402401843,0.8646379099337226,1.2176458274204898,1.0,N/A
7,58,14.514367816092085,31,13,1.3031682140794028,1.1057095816781581,0.8487938900848466,1.1820509781296764,1.0,N/A
8,98,12.451700680272209,56,16,1.3051070949777979,1.1204762434692064,0.8457919616452267,1.1796019557032738,1.0,N/A
9,166,12.356425702811338,89,21,1.3059942515692613,1.122421829206969,0.836785704368232,1.141481447203823,1.0,N/A
10,318,12.17620545073385,181,29,1.3168747623626296,1.1245063975261869,0.8284562160313439,1.1428620880171065,1.0,N/A
11,645,11.536227390180956,387,60,1.3178260247610596,1.1270160254552877,0.816753716354766,1.131057845737083,1.0,N/A
12,1397,11.1073490813649,863,111,1.317289094579711,1.1286561479904114,0.8084035051315385,1.1354889659452776,1.0,N/A
13,3160,10.877563291139307,1981,218,1.315919066159218,1.124132994123367,0.8007734375546997,1.132876791262653,1.0,N/A
14,1162,7.595582329317249,2634,4632,1.314763324395227,1.1179809203957825,0.7954639967472534,1.1104641591510058,0.993911324023121,Avengers Woop-sie
15,2977,10.85613033254962,1815,0,1.3120431589376305,1.119537714108314,0.7887548442807605,1.1053497561495036,1.0,N/A
16,6483,10.31423209419512,4137,631,1.310249388423818,1.1183320034484876,0.7858469205504068,1.104992950075761,1.0,N/A
17,15563,11.035156032470239,9887,807,1.3070750002560079,1.113574646416007,0.7779125409780481,1.106613267205782,1.0,N/A
18,38117,10.791066977988887,24731,2177,1.3036760508610623,1.1127564561872745,0.771402834982923,1.1069067332053013,1.0,N/A
19,10531,7.946146298230602,4842,32428,1.2974533271183102,1.1188763077096282,0.7661833815057647,1.1337564465754932,1.0,Drought
