Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.052188844308851,1.0339969386113435,1.0351764517365591,1.1292334022993253,1.0626489092390197,N/A
2,14,8.595238095238072,4,0,1.0326059927651141,1.018279280178351,1.0383711047863275,1.1380962460037811,1.0568381559333935,N/A
3,22,16.150000000000148,8,0,1.0432730744836087,1.0099062214811385,1.0600078737050806,1.1635260616662195,1.0691783078340118,N/A
4,24,14.655555555555692,12,10,1.0411809552253921,1.0431860807132554,1.0475235938230358,1.215958573936349,1.086962300924508,N/A
5,25,16.12666666666683,9,8,1.0301363719532883,1.0818507917398517,1.0264118199232395,1.217137476426607,1.0888841150107467,N/A
6,28,15.85595238095256,11,8,1.0031585922004422,1.1069475962421473,0.9891916305663998,1.2189563190198807,1.0795635345072174,N/A
7,33,14.60606060606074,21,16,0.9559942577332866,1.1666004405271657,0.9422169468867566,1.2317355593917403,1.0741368011347374,N/A
8,48,12.654861111111215,26,11,0.9454786541224117,1.2147837518603406,0.914237539250046,1.252200928356432,1.0816752183973075,N/A
9,69,12.569565217391395,34,13,0.9287629649713207,1.2147831216331757,0.8989034440243987,1.257750020631564,1.075049887815115,N/A
10,108,13.841049382716179,51,12,0.9143158492387166,1.2070347096075624,0.8837638603499589,1.2633904489189558,1.0671262170287985,N/A
11,188,12.551773049645501,112,32,0.9001954166086722,1.1967286941816873,0.8346965512752542,1.2777661103596147,1.052346693106307,N/A
12,336,11.413888888888962,195,47,0.8979321470675262,1.1926962743915168,0.7934321579343135,1.264447124307853,1.0371269259253024,N/A
13,717,11.350581125058191,434,53,0.9021996556163778,1.1863532034147843,0.777038695069737,1.2634896817312828,1.0322703089580454,N/A
14,1569,10.851540259188509,977,125,0.9021241972901878,1.1843480455623439,0.7649661573291967,1.2641279071789622,1.0288915768401725,N/A
15,3525,10.968557919621817,2188,232,0.903677397816728,1.1834507238456835,0.7596778429194053,1.2623533960515816,1.0272898401583497,N/A
16,967,10.393519476042718,1699,4257,0.9050928485254618,1.1852004662139362,0.7576760629427559,1.2363020647996876,1.0210678606204604,Clown Invasion
17,3517,10.69595299023796,2550,0,0.9058220141318309,1.1845313271480546,0.7552452558247826,1.2310970477470644,1.0191739112129332,N/A
18,7908,9.96929691451698,5221,830,0.9072548954818265,1.1853341230595635,0.7550597307893313,1.229446302203324,1.0192737628835113,N/A
19,3352,8.24516706443912,1516,6072,0.9107651025690047,1.1920426132582684,0.752624320853982,1.2246746967537814,1.0200266833587592,Thanos Snap
20,9170,10.864620138131663,5818,0,0.9094055029524962,1.1895851244424174,0.7503920149101374,1.2270273924948691,1.01910250869998,N/A
21,21472,9.871519498261346,14139,1837,0.9108898109667569,1.1881423786101464,0.7518148887874521,1.226928784079341,1.019443965610924,N/A
