Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster,Recovery_Rate
1,20,0.03333333333333333,0,0,1.0754770991800071,1.1062141477472214,0.8843775621648431,1.0862514394212863,0.4926919340270627,N/A,1
2,25,9.626666666666642,5,0,1.0478653634207726,1.107633190561129,0.8534157105692383,1.1022442824006868,0.5089731840394074,N/A,2
3,42,18.528571428571667,17,0,1.0440516906116994,1.1222987980446748,0.8145674441249626,1.0792743171509405,0.5312635279360047,N/A,3
4,36,22.065740740741,10,16,1.0722630141361438,1.1608248347853765,0.7551252408367787,1.0583385434971941,0.5811709483266427,N/A,4
5,33,24.456565656565918,8,11,1.0669973612493047,1.1502214603769307,0.7477090310801748,1.0542018289025226,0.5833678636198385,N/A,5
6,32,19.523958333333518,12,13,1.121783742139524,1.167209062020037,0.755046338982569,1.0455787023792444,0.5888506588937162,N/A,6
7,31,16.292473118279712,11,12,1.1428235676362062,1.1740647430429532,0.7611842238673161,1.0582383417893513,0.5912062716032394,N/A,7
8,40,17.290000000000184,15,6,1.146123253891532,1.172699451546039,0.774700814204155,1.0584443786949862,0.5812595903193073,N/A,8
9,46,16.024637681159604,22,16,1.1967048614807927,1.1968228768366118,0.7772760402816296,1.0144390742601417,0.5846000023951579,N/A,9
10,60,16.646111111111257,25,11,1.2159774580810832,1.1986033569811845,0.762542452064194,1.0189649366868894,0.600368017536525,N/A,10
11,77,14.581818181818326,35,18,1.2122873963611638,1.2012056696340523,0.7554799344306339,0.9912795083397236,0.6009023613845224,N/A,11
12,112,14.448214285714412,53,18,1.2219228826570863,1.1972518930854386,0.7491716257474194,0.980580622033087,0.6050692579970236,N/A,12
