Generation,Population,Max_Age_Gen,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Min_Vision,Max_Vision,Min_Speed,Max_Speed,Min_Metabolism,Max_Metabolism,Min_Memory,Max_Memory
1,5,1,10.057999999999986,0,0,1.0918472740278813,1.1096535717189502,0.8771855935365511,0.9279237716855551,0.9644602344361689,1.2654852907167886,0.8282644187471655,1.2760287383997921,0.7054804915005518,1.1302094602792951,0.8036764077558657,1.0335262858351135
1,5,1,20.087999999999976,0,0,1.0918472740278813,1.1096535717189502,0.8771855935365511,0.9279237716855551,0.9644602344361689,1.2654852907167886,0.8282644187471655,1.2760287383997921,0.7054804915005518,1.1302094602792951,0.8036764077558657,1.0335262858351135
2,11,2,17.365363636363618,6,0,1.092743768346334,1.1908116838596803,0.842065260423718,0.9181658030185733,0.9644602344361689,1.2654852907167886,0.8282644187471655,1.2760287383997921,0.7054804915005518,1.1302094602792951,0.7371458981659668,1.0693809042008195
2,11,2,27.383363636363608,0,0,1.092743768346334,1.1908116838596803,0.842065260423718,0.9181658030185733,0.9644602344361689,1.2654852907167886,0.8282644187471655,1.2760287383997921,0.7054804915005518,1.1302094602792951,0.7371458981659668,1.0693809042008195
3,16,3,27.229374999999987,5,0,1.0530620267495632,1.2155499929732863,0.8389026890080119,0.9408177476582877,0.9644602344361689,1.2654852907167886,0.8282644187471655,1.2760287383997921,0.7054804915005518,1.1302094602792951,0.7371458981659668,1.1025841737614102
3,19,3,32.31042105263158,3,0,1.0518187903059728,1.225099268566945,0.8326714945331559,0.9261450875297556,0.9644602344361689,1.2654852907167886,0.8282644187471655,1.2760287383997921,0.7054804915005518,1.1302094602792951,0.7371458981659668,1.1025841737614102
4,21,4,32.66576190476193,4,2,1.0293503957527,1.2207124305081423,0.8315455617757108,0.9048741007527251,0.9644602344361689,1.2654852907167886,0.8282644187471655,1.2760287383997921,0.7054804915005518,1.1302094602792951,0.7371458981659668,1.1025841737614102
4,29,4,27.499413793103454,10,2,1.014876311805187,1.2446679668459077,0.8001403055467017,0.9679514514944864,0.9657621952366678,1.2654852907167886,0.8282644187471655,1.2760287383997921,0.7,1.0231245921615986,0.7371458981659668,1.1164781087949116
5,30,5,29.667300000000015,4,3,0.9916470301689131,1.2566024929684096,0.8125472931389645,0.9451074048770093,0.7827994981835211,1.2654852907167886,1.118224359108205,1.2760287383997921,0.7,1.0231245921615986,0.7,1.1164781087949116
5,49,5,24.290816326530607,20,1,0.9757995604090686,1.2516517620714596,0.7902477456173022,0.9753798578308194,0.7696879733961085,1.2654852907167886,1.0931923953754428,1.3254403300510131,0.7,1.0231245921615986,0.7,1.287493735186791
6,59,6,26.15803389830507,13,3,0.9728114731116074,1.2523217939154043,0.786315951329586,0.9690272501538488,0.7696879733961085,1.2654852907167886,1.0931923953754428,1.3254403300510131,0.7,1.0231245921615986,0.7,1.287493735186791
6,90,6,21.12886666666664,35,4,0.9575713616000657,1.2393717333616145,0.7759596075722439,0.968452445591536,0.7696879733961085,1.2040401973471357,1.0931923953754428,1.3254403300510131,0.7,1.0499439379460898,0.7,1.287493735186791
7,156,7,17.611121794871774,72,6,0.963870535095125,1.2401996687753087,0.7685043052797186,0.963905868998587,0.7093403351218448,1.4,0.9022971231313981,1.3487449210853406,0.7,1.0499439379460898,0.7,1.287493735186791
7,209,7,19.101392344497587,61,8,0.9568325886883086,1.2394808498821264,0.7709529725264048,0.9518268510917185,0.7,1.4,0.9022971231313981,1.4,0.7,1.1004483625047237,0.7,1.3066519899292357
8,436,8,15.63344266055044,231,4,0.9533551139962317,1.2322103308384125,0.7639706717539019,0.9550466094393439,0.7,1.4,0.9022971231313981,1.4,0.7,1.1004483625047237,0.7,1.3513047055579515
8,705,8,15.74471063829786,291,22,0.9579128162382663,1.237727484450746,0.7610853258620929,0.9461261175947135,0.7,1.4,0.9022971231313981,1.4,0.7,1.1004483625047237,0.7,1.3513047055579515
9,1338,9,14.922993273542598,646,13,0.9518291463258263,1.2310833122264075,0.7620084875204219,0.9477421700143354,0.7,1.4,0.8839079689052195,1.4,0.7,1.1004483625047237,0.7,1.4423069630278758
9,2606,9,14.115244819646966,1306,38,0.9551670248344495,1.2338876508252028,0.7597401462856054,0.9474269616867235,0.7,1.4,0.7042815039757704,1.4,0.7,1.1629289803109721,0.7,1.5
10,4635,10,14.533324919093854,2096,67,0.9542290293468563,1.2313489758993066,0.7601516888594841,0.9448881942339966,0.7,1.4,0.7042815039757704,1.4,0.7,1.1629289803109721,0.7,1.5
10,9000,10,14.15336377777778,4446,81,0.956207780614788,1.2297060356394873,0.7591924994440832,0.9479362444850621,0.7,1.4,0.7042815039757704,1.4,0.7,1.2262963796490227,0.7,1.5
11,16485,11,15.00120964513194,7768,283,0.956499687916178,1.2308102330094421,0.757501059915972,0.9478641725220133,0.7,1.4,0.7,1.4,0.7,1.3,0.7,1.5
12,22962,12,19.349602386551695,7332,855,0.9574010702498337,1.2307986158789996,0.7544628633431568,0.9484849220240616,0.7,1.4,0.7,1.4,0.7,1.3,0.7,1.5
12,7028,12,49.996,0,15934,0.9591483826260482,1.2310331064080526,0.7408424312767341,0.9498256250052228,0.7,1.4,0.7,1.4,0.7,0.8888307329222468,0.7,1.5
12,5065,12,60.092000000000006,0,1963,0.9604038138679227,1.2293743199800813,0.7141237147430343,0.9500186932387081,0.7,1.4,0.7,1.4,0.7,0.8136971417890657,0.7,1.5
1,5,1,10.012999999999975,0,0,1.1146954480373361,1.0644298493528328,0.9489466315935932,0.9881826633031434,0.8825456103506684,1.2971189452608727,0.798351971019913,1.2406934825479619,0.7718402950461422,1.2081702119093918,0.7586805320500357,1.393024328431599
1,5,1,20.021,0,0,1.1146954480373361,1.0644298493528328,0.9489466315935932,0.9881826633031434,0.8825456103506684,1.2971189452608727,0.798351971019913,1.2406934825479619,0.7718402950461422,1.2081702119093918,0.7586805320500357,1.393024328431599
2,8,2,21.13837500000002,3,0,1.1139390396099373,1.0562998607545802,0.9168448526498495,0.9931754426141886,0.8825456103506684,1.2971189452608727,0.798351971019913,1.2406934825479619,0.7313615021398863,1.2081702119093918,0.7586805320500357,1.393024328431599
2,8,2,31.1393749999999,0,0,1.1139390396099373,1.0562998607545802,0.9168448526498495,0.9931754426141886,0.8825456103506684,1.2971189452608727,0.798351971019913,1.2406934825479619,0.7313615021398863,1.2081702119093918,0.7586805320500357,1.393024328431599
2,8,2,41.200374999999816,0,0,1.1139390396099373,1.0562998607545802,0.9168448526498495,0.9931754426141886,0.8825456103506684,1.2971189452608727,0.798351971019913,1.2406934825479619,0.7313615021398863,1.2081702119093918,0.7586805320500357,1.393024328431599
2,8,2,51.21637499999973,0,0,1.1139390396099373,1.0562998607545802,0.9168448526498495,0.9931754426141886,0.8825456103506684,1.2971189452608727,0.798351971019913,1.2406934825479619,0.7313615021398863,1.2081702119093918,0.7586805320500357,1.393024328431599
2,7,2,59.959857142857004,0,1,1.0976810833869177,1.0299579147840972,0.9375597894503791,1.0199529418472018,0.8825456103506684,1.2971189452608727,0.798351971019913,1.2406934825479619,0.7313615021398863,1.2081702119093918,0.7586805320500357,1.393024328431599
2,5,2,65.92339999999989,0,2,1.1035399264608718,0.9955156233386834,0.8530193447213146,1.1086185089641245,0.8825456103506684,1.2971189452608727,0.798351971019913,1.2406934825479619,0.7313615021398863,0.9927081798999788,0.8057329479830964,1.393024328431599
1,5,1,10.024999999999993,0,0,1.1922125132271502,1.0324691212501116,1.081969758481757,1.0846771158617503,1.0174614984441683,1.329782433068372,0.8823310245655867,1.2694788453096788,0.8953121881627204,1.1737200391239067,0.8017363576397458,1.3622804455616997
2,9,2,11.180888888888903,4,0,1.2145280722613514,1.0819732500345993,1.11814735215776,1.0465598243992231,1.0174614984441683,1.329782433068372,0.8823310245655867,1.2694788453096788,0.8953121881627204,1.1864481159877127,0.8017363576397458,1.3622804455616997
2,9,2,21.21788888888892,0,0,1.2145280722613514,1.0819732500345993,1.11814735215776,1.0465598243992231,1.0174614984441683,1.329782433068372,0.8823310245655867,1.2694788453096788,0.8953121881627204,1.1864481159877127,0.8017363576397458,1.3622804455616997
3,12,3,23.45341666666666,3,0,1.20590734163069,1.0722507340200564,1.1256723535843498,0.9853539577093539,1.0174614984441683,1.329782433068372,0.8823310245655867,1.2694788453096788,0.8953121881627204,1.2055637080412998,0.8017363576397458,1.3622804455616997
3,12,3,33.46341666666665,0,0,1.20590734163069,1.0722507340200564,1.1256723535843498,0.9853539577093539,1.0174614984441683,1.329782433068372,0.8823310245655867,1.2694788453096788,0.8953121881627204,1.2055637080412998,0.8017363576397458,1.3622804455616997
3,12,3,43.507416666666565,0,0,1.20590734163069,1.0722507340200564,1.1256723535843498,0.9853539577093539,1.0174614984441683,1.329782433068372,0.8823310245655867,1.2694788453096788,0.8953121881627204,1.2055637080412998,0.8017363576397458,1.3622804455616997
3,12,3,53.512416666666546,0,0,1.20590734163069,1.0722507340200564,1.1256723535843498,0.9853539577093539,1.0174614984441683,1.329782433068372,0.8823310245655867,1.2694788453096788,0.8953121881627204,1.2055637080412998,0.8017363576397458,1.3622804455616997
3,8,3,55.20712499999976,0,4,1.218084054996134,1.0733742783194633,1.124191454845767,0.902947991576004,1.1768129743733897,1.329782433068372,0.8823310245655867,1.2694788453096788,0.8953121881627204,1.2055637080412998,0.8017363576397458,1.3622804455616997
3,6,3,60.226499999999724,0,2,1.1966738500606928,1.072530726113407,1.1540832352465846,0.8951603722934047,1.1768129743733897,1.2814334393532882,0.9436623489536757,1.2694788453096788,1.1195891827755298,1.2055637080412998,0.8017363576397458,1.3622804455616997
1,5,1,10.025999999999984,0,0,0.8468921587206995,0.9816249776555898,0.8688946243453151,0.8462800504277826,0.7348486329005228,0.9397567422034626,0.759051825390006,1.1329721302365836,0.7682030586227647,1.0560203320464658,0.7377140609697838,1.041802165426926
1,5,1,20.046,0,0,0.8468921587206995,0.9816249776555898,0.8688946243453151,0.8462800504277826,0.7348486329005228,0.9397567422034626,0.759051825390006,1.1329721302365836,0.7682030586227647,1.0560203320464658,0.7377140609697838,1.041802165426926
2,10,2,17.890500000000024,5,0,0.8673829696509934,0.9820502139653492,0.8925909711330947,0.8582992248244243,0.7348486329005228,0.9397567422034626,0.759051825390006,1.1329721302365836,0.7682030586227647,1.0560203320464658,0.7377140609697838,1.041802165426926
2,10,2,27.906499999999976,0,0,0.8673829696509934,0.9820502139653492,0.8925909711330947,0.8582992248244243,0.7348486329005228,0.9397567422034626,0.759051825390006,1.1329721302365836,0.7682030586227647,1.0560203320464658,0.7377140609697838,1.041802165426926
3,12,3,31.957249999999917,2,0,0.8735531031273777,1.0110531258557791,0.8863718429214288,0.8658276013176681,0.7348486329005228,0.9397567422034626,0.759051825390006,1.2404431760651051,0.7682030586227647,1.0560203320464658,0.7377140609697838,1.041802165426926
