Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Var_Vision,Var_Speed,Var_Metabolism,Var_Memory,Avg_Fitness,Disaster
1,90,0.03333333333333333,0,0,1.058585103763595,1.0590046941913833,0.9985475359241381,1.0994200193409018,0.03943562302639244,0.0392243513339907,0.02369824538497774,0.0490737510118545,0.42955856068398973,N/A
2,111,9.75675675675673,21,0,1.0501427815868587,1.0487745605337422,1.0087153780230491,1.1010383493734395,0.03711021432838863,0.04044878943361931,0.024588636655925502,0.04871334233058879,0.4229743772738665,N/A
3,154,18.01818181818202,43,0,1.0567534367076115,1.061824710513315,0.9872457850834423,1.0984759020690655,0.039100378082467836,0.03883379030167619,0.02444207218799954,0.04924062090014926,0.4344820169265934,N/A
4,130,20.4743589743592,38,62,1.04879214337088,1.0378125334124426,0.9505264637150389,1.0780169418431018,0.0405434476208604,0.0403338024456811,0.023515151915419776,0.04574579301497815,0.44391141673325085,N/A
5,103,21.935275080906425,23,50,1.047267001518393,1.0699044292564552,0.9172629828799395,1.0685458031992212,0.0416807612332488,0.04070388677025298,0.019606326092046888,0.03896230829849228,0.4630758090003577,N/A
6,77,22.182251082251327,19,45,1.0697168776122024,1.045038552553116,0.8912390412855667,1.079454567864067,0.040903509992986364,0.04022757885113898,0.017611954684859668,0.03126538751733481,0.4778680541076687,N/A
7,52,22.892307692307966,12,37,1.0800175976125075,1.0281046329371162,0.8674421196829479,1.0928324493282324,0.04193924236894043,0.038698454877974214,0.010709566926940518,0.028804735138581568,0.49201433459680477,N/A
8,42,23.007142857143133,10,20,1.0826835126476686,1.0063333177480143,0.852103537042497,1.1292685276749832,0.036753240003043613,0.03831333868001418,0.007242800306895967,0.03142095649529789,0.5035828344273396,N/A
9,21,24.255555555555837,5,26,1.030558499990772,0.977205003331176,0.8500347234043873,1.1323725793881045,0.044596804649696335,0.033044987936731544,0.008432189447368905,0.02655346225603348,0.49255024471373965,N/A
10,12,25.175000000000242,3,12,1.0127096695517623,0.9770604502266967,0.8411414203396735,1.1159747694537456,0.038560163382075886,0.017827982764789172,0.01166935411790541,0.0335417420555859,0.49230641667493985,N/A
