Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster,Recovery_Rate
1,10,0.03333333333333333,0,0,0.9416996451647492,1.113255050860289,0.9064184205508579,1.214763667482949,0.48097262653023315,N/A,1
2,11,10.939393939393911,1,0,0.9419211516712308,1.1161809695256448,0.9007540744798288,1.232168765584216,0.4870394676343701,N/A,2
3,22,15.595454545454697,11,0,0.9634209367979509,1.1092473118749764,0.8933715492426111,1.2007800863108917,0.4885534785251081,N/A,3
4,24,12.904166666666761,12,10,0.9745309698732122,1.0432983276021675,0.8811748897695247,1.1846833160843777,0.4845822171801239,N/A,4
5,30,16.65000000000019,10,4,0.9850349793579237,1.0123751091224227,0.8722349277452948,1.1977456510414732,0.4884243358275377,N/A,5
6,37,14.840540540540713,16,9,1.0182645872543157,0.9632753944393673,0.8593081061707596,1.182724916295155,0.4909787110918658,N/A,6
7,59,12.135593220339086,34,12,1.0313088143022477,0.9630557757812808,0.8599085076846971,1.1954411852431692,0.49459614936868845,N/A,7
8,101,12.41716171617171,53,11,1.0445398143957463,0.9586489673660209,0.8558970988733189,1.201678392012807,0.49926051126058335,N/A,8
9,182,12.376190476190574,100,19,1.0518270841809352,0.9454640202922844,0.8449901620453738,1.2113375635931944,0.5062983866067967,N/A,9
10,346,11.910982658959623,200,36,1.042303321439771,0.9569694574350123,0.8374958720643897,1.212013565686348,0.5112520871926536,N/A,10
11,680,11.347009803921642,405,71,1.0443463891428428,0.959484223799942,0.8299429133653851,1.209855360019454,0.5162902847427375,N/A,11
12,1415,10.55484098939935,887,152,1.0494587224229353,0.9495437888576033,0.819604265483528,1.2057594775402125,0.52135111602591,N/A,12
13,2954,10.009252990295684,1892,353,1.0483519383745432,0.9476607989147887,0.8126804001000871,1.2062827406970567,0.5253882465303711,N/A,13
14,1490,10.034116331096172,2656,4120,1.0480011689439495,0.9418895769668547,0.8032973101825972,1.2160721864402173,0.5321338922649989,Plague,1
15,5254,10.545400329907435,3785,21,1.0509558798034389,0.9438920990455111,0.7983314631648618,1.2190088857556178,0.5367623203965478,N/A,2
16,11209,9.009337734558555,7732,1777,1.0519031461682578,0.9462296091995078,0.7933944270003735,1.2173066674700783,0.5403683738985696,N/A,3
