Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Var_Vision,Var_Speed,Var_Metabolism,Var_Memory,Avg_Fitness,Disaster
1,55,0.03333333333333333,0,0,1.0613878022403205,1.03682738082582,0.9723939964721369,1.097802997724181,0.03779008112483328,0.03839321690435525,0.026363609332362453,0.05917757941022043,0.4382336367611666,N/A
2,63,10.505291005290976,8,0,1.0757956829638562,1.02306014259613,0.9766226796641758,1.1075089650699048,0.035688203947596836,0.036111043904751436,0.02650994601007612,0.0607428917756894,0.43774869693208995,N/A
3,95,17.779298245614232,32,0,1.0789659585195388,1.0310594168546767,0.94657563420047,1.114572130633902,0.03835470932159327,0.034967694677491036,0.025468228399846218,0.05861705470485325,0.4542123403562696,N/A
4,89,21.79325842696654,23,29,1.0685010684449037,1.0230130852158847,0.930169379317753,1.1020379257970958,0.03963596602759706,0.03654531934082971,0.02383050098352039,0.057783429405072535,0.4577735554357127,N/A
5,64,22.43177083333358,19,44,1.0702839297084235,0.9877341008872356,0.855902332211368,1.1176061422868464,0.04436853527139837,0.03207434270741493,0.014024920338635552,0.05975501603754371,0.49470195424093066,N/A
6,58,21.42643678160944,18,24,1.0520414873603499,0.9502054328214083,0.8333681943857033,1.109579576401151,0.04790555611668526,0.027195718316619842,0.012769840909475631,0.05245753074122186,0.49787141186763034,N/A
7,64,19.898958333333532,24,18,1.0724289579827084,0.9198906341665479,0.8215989769590719,1.0926090100256654,0.044154996928489613,0.0225184104309574,0.013704979899349701,0.04584445074384781,0.5006381764808515,N/A
8,63,18.17354497354517,22,23,1.0598777756581395,0.8865332202631496,0.8152094000068794,1.0774709095500272,0.042634566052902494,0.013818314458657294,0.01243670798839966,0.03466148082883145,0.4945775331582779,N/A
9,70,19.10952380952403,23,16,1.0592105463824986,0.8794952931547564,0.8145817404509478,1.0728777289231852,0.046494162754435006,0.011877221668152546,0.01301024850702159,0.033399608505742376,0.49294558895026624,N/A
10,78,20.51367521367541,24,16,1.041129738710083,0.8575244776334099,0.7953779635318079,1.0642774255670797,0.045850103474423545,0.009598916896511213,0.010788919342651719,0.030966707766486943,0.49669159867155954,N/A
11,80,18.68541666666686,27,25,1.0301354044105646,0.853944083303781,0.7912597312948574,1.0575252009172307,0.05853672129740023,0.010085788129139833,0.0092402233817578,0.0310530488449537,0.49568295083381975,N/A
12,90,18.568518518518708,32,22,1.0499816523719807,0.8453150296275713,0.785090752919579,1.0529360231480405,0.0635084457115574,0.010035052143873777,0.007911496320289016,0.036254677742784715,0.5007035079165505,N/A
13,106,18.323584905660564,38,22,1.0627391255496772,0.8505066932474115,0.775669932502235,1.0551782493265118,0.06763516920595998,0.009759211503346694,0.004794030139414858,0.036681051282035936,0.510255534171647,N/A
14,114,17.145321637427077,42,34,1.0751457672781126,0.8567219335182511,0.7757540048570672,1.0592313186106745,0.07182177607569432,0.009360133058152895,0.0045869848905950045,0.04063677952060501,0.5140975104099996,N/A
15,142,17.558920187793614,55,27,1.0976986010217578,0.8644226658052525,0.7719003036136306,1.0508800425827518,0.06691927755813872,0.010029890320820958,0.005198198805509151,0.038048936563207625,0.5204474023919888,N/A
16,176,17.328598484848655,70,36,1.10538775712869,0.8686242293841171,0.7766356357899404,1.051212772755627,0.06765077028978748,0.010693735569475254,0.006332299220322598,0.04232577825668709,0.5193726409753499,N/A
17,220,16.9003030303032,88,44,1.0994244581099186,0.8840930811117275,0.7757969426558469,1.0667886815041063,0.06909897832507915,0.010906554095405687,0.006782648238180899,0.04339637397003127,0.5242447781560637,N/A
18,275,16.49806060606077,111,56,1.0820199410073514,0.883914077002667,0.771536353393375,1.073347788623227,0.06847185633621639,0.011097883972904496,0.006635293147485863,0.04034516615816351,0.5252345821884453,N/A
19,49,9.541496598639432,55,281,1.1152685641473556,0.8813241478197611,0.7621174818589055,1.0638181347365634,0.0672467444895229,0.010718854417043892,0.0045150035989427175,0.04374330197636293,0.5354224109453453,Typhoon
20,96,14.133680555555676,47,0,1.1190518497382802,0.8851191569830408,0.76453599387747,1.0618050320718349,0.06787734680394301,0.013150533447207916,0.004443607972802565,0.03742118042979752,0.5346992273040547,N/A
21,138,18.11449275362338,53,11,1.1066290585526184,0.8827560058733199,0.7663012355130358,1.0652143381086618,0.07085247215858897,0.011936390740994162,0.004891605284839993,0.03437585330502492,0.5314880121069808,N/A
22,191,16.54118673647487,94,41,1.0849718650657758,0.8797192381471561,0.7666960112069507,1.064468369908891,0.07333887183648971,0.01272365872756149,0.00551151613560676,0.035379923416693194,0.5267901800007626,N/A
23,246,16.905555555555715,96,41,1.0635791580716099,0.8765347297837787,0.7622094619488732,1.0695064410238657,0.0735851679333448,0.01182002494466757,0.005414074895022185,0.038838907923673505,0.526473011094883,N/A
24,300,16.46211111111127,118,64,1.0492940496914718,0.8786597086729275,0.7576148945854005,1.0691033391107077,0.07437832045410832,0.012020614343009977,0.004997855780076078,0.04195992803349575,0.5274548003908548,N/A
