Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,0.9187820189836925,1.0958060922896102,0.8877526437556013,1.0326340328453083,0.4576683479799752,N/A
2,14,8.595238095238072,4,0,0.9081157645723461,1.1200244468950327,0.882821743231018,1.032451404533165,0.4622438054593985,N/A
3,19,16.82631578947386,5,0,0.9252937798540684,1.136513391260494,0.9108273506981783,1.042428580598916,0.4544199292118288,N/A
4,22,20.43333333333353,9,6,0.9103909540027195,1.13161211463343,0.9174242394775938,1.0274815904184011,0.4461018181079669,N/A
5,24,20.331944444444677,8,6,0.9359523875572741,1.1719653354210995,0.9465585508959974,1.0324193911570445,0.4423515215426558,N/A
6,25,18.10000000000018,10,9,0.9526988685561946,1.0867104921242805,0.9260529913394724,0.9851140823922577,0.43547161575105486,N/A
7,27,20.34197530864215,10,8,0.9319309632137673,0.9398752218956159,0.9380538492071764,0.9337858800187756,0.3987819487476669,N/A
8,28,20.527380952381183,8,7,0.9611797195700885,0.8666013929284963,0.9022943484076984,0.9197800100134378,0.40601105797470094,N/A
9,27,19.272839506173042,9,10,1.025587973096985,0.8972644332417422,0.885704851245773,0.93096975467382,0.42961221329333393,N/A
10,29,16.198850574712818,12,10,1.0451039922049756,0.8870902122423746,0.8386717977484671,0.9398317783981074,0.4565991115246459,N/A
11,45,16.728888888889035,21,5,1.0730607736842732,0.8874030227040461,0.8327924948987852,0.9694918406643702,0.4690973489794777,N/A
12,62,15.92849462365605,26,9,1.101965630994414,0.9424297073382933,0.8244603307214272,0.9791964303491583,0.4889811603243758,N/A
13,85,14.63921568627464,39,16,1.1065074479605101,0.9738059487537829,0.8164826731457216,1.0019938414679164,0.5033472380263799,N/A
14,133,14.560651629072797,66,18,1.1104424813042804,0.9748833196829036,0.8107564166701596,1.0026365563472617,0.507832322810666,N/A
15,210,14.009206349206474,103,26,1.1013622835644896,0.9941914759867313,0.8006110596019939,1.008554174075685,0.516956458261609,N/A
16,333,13.613113113113224,168,45,1.1169342998213987,0.9884255825634871,0.7972323566965851,0.9994304173169178,0.5192614630891006,N/A
17,98,9.8238095238095,238,473,1.10796600705718,0.9405976628673505,0.7867023731966035,0.9829934247091119,0.5137999151768216,Tornado
18,250,12.832533333333423,152,0,1.1066629412848439,0.9299924856712961,0.7928520836223584,0.9819361909892437,0.5076342620604396,N/A
19,443,13.688337095560678,240,47,1.1028291982620695,0.93601135301477,0.7825179915061038,0.9690876273213068,0.5125212389147025,N/A
20,776,14.020060137457168,404,71,1.0952410164493767,0.9423373890271433,0.7747144974264636,0.9673917705726007,0.5171746384905026,N/A
21,1362,13.175844346549297,744,158,1.0987310809720015,0.9470936622384363,0.7643570098407625,0.968534991780529,0.5258205604941848,N/A
22,278,8.1482014388489,116,1200,1.0918265927335655,0.9345410130270555,0.7631437885065284,0.9811278988708488,0.5254572030289137,Disease
23,591,11.911280315848945,313,0,1.0916620816235756,0.9291290110814187,0.7589305315951006,0.9843266664000925,0.5279565799501231,N/A
24,984,12.669783197832063,501,108,1.0888590718458626,0.9217425941096417,0.7596193912649191,0.9841169153123938,0.5256524720502618,N/A
25,1732,13.1805234795998,905,157,1.085371109468075,0.927435552118366,0.7563810697159774,0.986331418179088,0.5286820272382389,N/A
26,3134,12.988608806636986,1709,307,1.0847867226514012,0.926103879524522,0.7536653884056357,0.9897666903648367,0.5308557951053215,N/A
27,1177,9.219173038799184,509,2466,1.078440587340445,0.9310006340863838,0.7611052893014519,0.9928482786144913,0.5259525486146327,Avengers Woop-sie
28,2550,12.813176470588346,1373,0,1.0772825779752857,0.9318799144957189,0.7554253694253995,0.9933526365667865,0.529946923602632,N/A
29,4532,12.399808767284576,2512,530,1.0804818920858172,0.930549923799124,0.7537692421367601,0.9956178972043357,0.5318426462659626,N/A
30,8353,12.563011293347794,4596,775,1.0803889675508014,0.9333816085911195,0.7504741165823068,0.9942545863963393,0.5344221909987503,N/A
