Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness
1,20,0.03333333333333333,0,0,1.0763990483523544,1.0721022888951042,0.994002547603652,1.1187243089248153,1.0653070484439815
2,26,15.384615384615502,6,0,1.071472240079389,1.0337181640240443,0.9518544165930565,1.1206683519525316,1.0444282931622553
3,24,28.716666666666857,5,7,1.0789628532328794,0.9582546071794916,0.9001504886065296,1.1141228599477861,1.0128727022416717
4,20,26.770000000000174,10,14,1.0923750248105546,0.9762560240255305,0.8080965156082927,1.002619650772138,0.9698368038041291
5,18,24.085185185185313,7,9,1.0722748194764928,1.0292645107241671,0.7955721021315612,0.9626045527315191,0.9649289962659351
6,14,22.254761904762045,5,9,1.0325129689874777,1.074509957674404,0.7495700108062905,0.8678074732215814,0.9311001026724384
7,20,22.82333333333347,12,6,1.0094231874247224,1.1094620542493092,0.7346191910014489,0.9105998884899119,0.941026080291348
8,22,28.21363636363652,8,6,0.9973985506282442,1.1378326927700113,0.7258280691806822,0.8334024577353695,0.9236154425785769
9,17,28.741176470588382,5,10,0.9754071662109218,1.1444181677746905,0.7274025249259763,0.7696124600690074,0.9042100797451489
10,12,22.3055555555557,6,11,0.9374435203713193,1.1495797902434508,0.7129621206667164,0.7327970145532549,0.8831956114586853
11,11,23.063636363636554,5,6,0.8727406502579765,1.1979023724291191,0.7165982025349678,0.7382415388415741,0.8813706910159094
12,8,26.550000000000193,3,6,0.9620780757017076,1.2016252713780609,0.7228225284855806,0.7781457945285996,0.9161679175234871
