Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.0649220787291251,1.0016033318585507,1.0606652855329475,1.0426520714078635,0.3908462012039027,N/A
2,11,10.939393939393911,1,0,1.0381902482697938,0.9894372867596384,1.0293489151400925,1.0444637602467959,0.397933263132404,N/A
3,15,24.882222222222513,7,3,1.0384371452913501,1.0072043057316844,0.9571023718900705,1.0921565512064706,0.43712467887603046,N/A
4,11,26.62121212121243,3,7,0.9974966087291506,1.078798497417489,0.7850738107231934,1.1785908618988707,0.5527948962399137,N/A
5,10,15.750000000000147,5,6,1.034802303584069,1.1468514865337627,0.7514546913481224,1.180917665889124,0.596633258083189,N/A
6,14,16.514285714285922,8,4,1.0874983796263618,1.2506087818849292,0.7390749785139127,1.219556846892973,0.6418228392393601,N/A
7,16,20.833333333333506,4,2,1.071146632819724,1.2683109257312375,0.7444372704049699,1.2295190764241177,0.6392258558886276,N/A
8,21,19.606349206349368,8,3,1.1019550369687852,1.27945243360615,0.7285112064804726,1.2750034075868848,0.6692024035935592,N/A
9,25,16.24400000000013,10,6,1.1105242417927894,1.2608143171760755,0.724508156697608,1.2940916640525069,0.6745597343773789,N/A
10,39,14.724786324786441,19,5,1.119459930371564,1.2158454098175586,0.7135807303974001,1.294477926239954,0.6782289397319002,N/A
11,74,12.317117117117206,44,9,1.1457719455373732,1.1851874827831865,0.714443197673931,1.294250196645174,0.6765566316573268,N/A
12,145,12.5022988505748,82,11,1.1495903031598491,1.176157002554159,0.7246812261699415,1.2980024519380706,0.6667298901990673,N/A
13,308,12.270887445887535,184,21,1.1468912920628822,1.1748794700421525,0.7256805570842397,1.2972265526085556,0.6649385471121713,N/A
14,673,11.562753838534006,416,51,1.1482404038203162,1.164979822083632,0.7307487669780527,1.301478923954399,0.6595425246365894,N/A
15,1547,10.994203835380373,981,107,1.1459120204853506,1.1554326238936765,0.7323701839320456,1.3027055886266796,0.656143630107169,N/A
16,3682,10.67962158247336,2356,221,1.1471102756051534,1.1516228809704039,0.7335507810409106,1.3042852255853588,0.6549000605971631,N/A
17,1852,9.298668106551453,1634,3464,1.1498101289312004,1.1501764925932152,0.7354974026733998,1.3045922107576304,0.653449637244139,Clown Invasion
18,6345,10.237525610717162,4493,0,1.1481516383475565,1.150016359680075,0.7374462003705058,1.3027210952651862,0.6510556912913184,N/A
19,15402,10.262437778643516,10063,1006,1.1464712024639763,1.1494216364957466,0.7378069920260356,1.301249442996181,0.6500602137293504,N/A
20,5718,7.87889705025065,2566,12250,1.1447639959944258,1.1487031133051262,0.7427821246039646,1.300459803243337,0.6451289538789216,Alien Invasion
21,15519,10.524307837704393,9801,0,1.144324891427618,1.1466871528681886,0.740210545850746,1.3006810688608759,0.6469678360731167,N/A
