Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Var_Vision,Var_Speed,Var_Metabolism,Var_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.0639092927263296,1.0202164811768353,0.9389688238793126,1.1792237159193033,0.02135369959082161,0.04135834430708542,0.03334130949060744,0.04215701819307689,0.4633947946344046,N/A
2,11,10.939393939393911,1,0,1.0366651379484102,1.0288968162004488,0.9211460479510833,1.1784841639564068,0.026834893869106455,0.038351976985844784,0.03348679477297634,0.03833003136476451,0.4695666701020304,N/A
3,16,21.545833333333725,5,0,1.0721739074223084,0.9713696825386305,0.8659019173181929,1.1589976638257031,0.021355469923273362,0.03382679420925091,0.029738997741076124,0.03438245733684063,0.4931337972173284,N/A
4,11,20.10000000000017,3,8,1.0891943458309372,0.8687564837012299,0.7431747292066256,1.1273783306906207,0.01845188066536215,0.007369169789741185,9.370663211198156e-05,0.029065337804176052,0.5535403791275345,N/A
5,10,20.670000000000222,2,3,1.1081376587315968,0.8671097704097989,0.7356772909374542,1.0697353172568045,0.013426153831849474,0.007184920280215704,0.0001642310575684026,0.02097930169007859,0.5518692836126665,N/A
6,10,23.84000000000022,2,2,1.145182373463885,0.8328368988120637,0.731385462070575,1.0327154365223516,0.00029655471359101736,1.232595164407831e-32,0.00026785496659487807,0.021219162948686095,0.5488641972318886,N/A
7,8,16.708333333333538,4,6,1.1209695989432382,0.8607828179881664,0.717642831685546,0.9328682561274555,0.0013140483827457834,0.007422423660443569,0.00011997846630236224,0.008599168041167626,0.5415174130959114,N/A
8,9,17.333333333333538,3,2,1.1224919476708894,0.8542602100882678,0.7558768800311508,0.9031245497330099,0.0011865833720737938,0.006938065230920837,0.013117409072959585,0.004529602918804347,0.507997494225688,N/A
9,10,18.59333333333351,3,2,1.1237098266530106,0.8490421237683489,0.7821722898407557,0.9094316255694194,0.0010812740978022445,0.006489314531407872,0.021949861082106965,0.008155195825264345,0.49131265381911693,N/A
10,9,20.95185185185211,3,4,1.1346707374921001,0.8157493699659613,0.7876646048298923,0.9433335024797594,0.0,0.00023358691365310912,0.024146635011358313,0.014375326870557793,0.4898453127034984,N/A
11,11,20.21515151515173,6,4,1.1325331648898411,0.8429678583534372,0.7158035606746327,0.9767174792391842,2.056147483467696e-05,0.00504301389125695,0.0016088443703233314,0.017295390805481006,0.5499122319164487,N/A
12,8,27.233333333333483,4,7,1.131731575163994,0.8790184993212384,0.7299264464660025,0.9788610833171962,2.5916025572874087e-05,0.008021470319418822,0.005356310167609018,0.017461549849647606,0.5461027244186719,N/A
