Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Var_Vision,Var_Speed,Var_Metabolism,Var_Memory,Avg_Fitness,Disaster
1,100,0.03333333333333333,0,0,1.0392586043330068,1.066558973933101,1.0043075309606315,1.1051289061752003,0.04383654700157051,0.03430578801724593,0.0293125365214202,0.05844723129759857,0.4262899408072746,N/A
2,129,9.328165374676978,29,0,1.0338779084250522,1.0535845646278688,1.0015382258617673,1.1010771469056633,0.04397093038764223,0.03541266772504667,0.028706722864919165,0.060317780647956946,0.42448566117251285,N/A
3,176,17.680492424242615,47,0,1.0316973791498525,1.0532987400191234,0.9841403200191696,1.1055776767529975,0.04670350733363479,0.035386201278514905,0.02958754996841114,0.05887024633613074,0.4322654308564218,N/A
4,155,19.806451612903437,48,69,1.0296289372485505,1.0451942967243806,0.9509347916805743,1.0931633130783243,0.04867965144649214,0.03561894056125389,0.0269557928120631,0.05973003144168493,0.44419260917670494,N/A
5,119,19.90700280112069,35,71,1.0545883068895132,1.0437108397049897,0.8978137108551487,1.0974569025181722,0.04983113804044206,0.03571088335815125,0.023489720942391903,0.06669428786191602,0.47459823947498475,N/A
6,103,19.947249190938745,36,52,1.0585873023367165,1.06206545454451,0.8657708920783216,1.1289893373372528,0.05099190917426843,0.039819798975950685,0.020284915918411108,0.0684974192691847,0.5004622083359058,N/A
7,98,17.576530612245094,38,43,1.0828344923737403,1.0514948272918179,0.8419021014026166,1.1568709402389021,0.05622083931093437,0.039392432640411756,0.017634499418833546,0.07463190795338416,0.5212324575381218,N/A
8,102,16.36176470588253,40,36,1.0740262832287752,1.0577639287778648,0.811397706059488,1.200751108263959,0.061611185089966984,0.04006715550073716,0.013168384000900337,0.06950806010368926,0.5476215170248087,N/A
9,106,16.63270440251591,37,33,1.082400567259422,1.0791206695584916,0.7932244378194133,1.1895257239653287,0.05796227919586943,0.03832351754376073,0.010838290710677856,0.07845617219391401,0.5632784873169606,N/A
10,118,17.484745762712063,44,32,1.0758615448160584,1.0893278318311956,0.7803022062302162,1.1923051030382614,0.05636635140180763,0.0339948398365527,0.008549708240549904,0.08412822254914204,0.5737084004766462,N/A
11,132,16.668181818181992,52,38,1.0796306435252978,1.1001484729014497,0.7734945237333068,1.1795533004458414,0.0535560875977627,0.03389711443397259,0.006896090669463223,0.08438174940850614,0.5790745443865358,N/A
12,147,15.778684807256397,59,44,1.070158515564724,1.0828168000765714,0.7694801275990668,1.137662094578293,0.05362290689003107,0.031231980429384985,0.006452070653105787,0.08714742685079609,0.5701923142121145,N/A
13,180,15.922407407407574,74,41,1.071215012870672,1.0785824090402187,0.7667489173678602,1.1282269325479484,0.05310125052538388,0.029213020711664834,0.005429159409240491,0.08312457930065814,0.5700300372490175,N/A
14,220,15.8943939393941,91,51,1.0619353150634894,1.0788768274719387,0.7609494573643676,1.1219413671993252,0.0499996662564544,0.028161678443320144,0.00454916671355221,0.0763352411015179,0.5716986812826633,N/A
15,268,15.117661691542436,120,72,1.0597065558978458,1.0740898896611162,0.7573744801534873,1.1420328064964669,0.045361853877067135,0.028903236403970797,0.004266672394008511,0.07278111955612306,0.5766991693711077,N/A
16,343,14.796695821185763,154,79,1.0746988540786682,1.0641300984888862,0.7554491642196675,1.1480231875751092,0.04339941747101304,0.03067545045917554,0.003958872291797569,0.07414694164957225,0.5801144177208852,N/A
17,446,15.107623318385796,194,91,1.0869171916873097,1.0661839026723312,0.7540837917636397,1.1498213523691436,0.0442452801577539,0.031347480999318826,0.004196284107784799,0.07412729762972332,0.5840062661124983,N/A
18,581,14.596959265634103,265,130,1.0882268842610419,1.0563675888547817,0.7491096307933149,1.153456085484825,0.046100420277591245,0.03420125841832759,0.0038311108081662965,0.0743875263776982,0.5870169817659361,N/A
19,773,14.469383354894486,356,164,1.0787776359951995,1.0623333349376602,0.7480192876475948,1.1560550640178162,0.04861461962387215,0.03572311520810919,0.003884011281242882,0.07395386864386035,0.5877149764091876,N/A
20,1042,14.415579014715426,478,209,1.08081526808781,1.0589328168801624,0.7458232843184355,1.152646099181548,0.049281304732501786,0.035675885094811066,0.004045834198788921,0.07436404416399468,0.588592365577725,N/A
21,1398,14.410133524082154,656,300,1.0730975447216837,1.0633989421491037,0.747302803048826,1.148831438875083,0.05068077318557906,0.03561890319659758,0.004600733667863118,0.07475398659583708,0.5861663058744913,N/A
22,1913,14.484526921066523,891,376,1.073308185795035,1.0643873229192222,0.7476333029415845,1.1465885433259584,0.05167811735813288,0.035304939349253106,0.004756128874377997,0.07614963330540053,0.5857210193139885,N/A
23,243,13.948010973937038,264,1934,1.0619570721662477,1.0622266092278667,0.7473582396592237,1.130169614918193,0.050522770823767355,0.036107088857132305,0.0061887412605070085,0.0640935439527919,0.5805967604498408,Cat Judgement Day
24,283,13.11802120141351,131,91,1.0657396145047306,1.077746755311174,0.7463191099263784,1.1224334180242996,0.054438704274940006,0.03629309239519736,0.0056311776790497065,0.0667117980920337,0.5834715551568594,N/A
25,405,15.025596707819087,173,51,1.06566861368481,1.0845263271531613,0.744766123852399,1.1165941260568966,0.05207650458521223,0.03905223981888162,0.005527309096388117,0.0680351225349009,0.5848438343743811,N/A
26,507,14.743195266272329,220,118,1.0648191084664251,1.096567198136004,0.7447439442458269,1.1232272997790063,0.05401064206983866,0.03936824672694204,0.0056138701971439825,0.0699172769449416,0.5880524228959677,N/A
27,659,14.982852807283908,287,135,1.0609818087277283,1.1028411549767505,0.7417438191693146,1.124575748248413,0.05338703430718451,0.04060244234895924,0.005274713572728581,0.07109094693932008,0.5911113112944392,N/A
28,867,14.960092272203143,389,181,1.0645005800153617,1.0984356913249447,0.7387076834883681,1.1364642660930553,0.05327150687943858,0.04131600088003854,0.004857078042733938,0.07032341049236007,0.5955265952837603,N/A
29,1161,14.807608383577515,531,237,1.0680151941122564,1.0933182869400986,0.7387361658390139,1.1341919214370453,0.05477735022412239,0.041666669456845,0.005031199376454313,0.0706134664184132,0.5948042174157505,N/A
30,1577,14.455717607271325,737,321,1.074174170163555,1.092843474355679,0.7371898726742906,1.1314071315366394,0.054705761748542366,0.04258731954687933,0.004893008554121511,0.06982886109743577,0.5965762504921084,N/A
31,103,11.28737864077667,743,2217,1.0760314042576213,1.101359954952305,0.7256737054252244,1.1170551260301953,0.053479408934961926,0.04049942784179066,0.002153847743357597,0.07824924592740912,0.6053127295110629,Fungus Takeover
32,247,13.517408906882718,144,0,1.0588888399127037,1.0969773394429536,0.7260734786558211,1.1359882472682157,0.051812727447305966,0.04074551106137638,0.0023933735295533914,0.07819622864323138,0.6045034510314446,N/A
33,299,12.50836120401345,145,93,1.0407299925950406,1.0883883217162262,0.7272907371211135,1.1359232925523646,0.05042918608568721,0.039700065273406075,0.0029050123774051312,0.0784551848659788,0.5985761383932697,N/A
34,448,14.470238095238244,198,49,1.0361568751079664,1.077564073255471,0.7266642705936937,1.11782670988841,0.05039953739556779,0.04095783666718966,0.002991404356217401,0.08091679164718538,0.5929464796008448,N/A
