Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Var_Vision,Var_Speed,Var_Metabolism,Var_Memory,Avg_Fitness,Disaster
1,80,0.03333333333333333,0,0,1.1030365284566173,1.084818205358729,0.9974307445678277,1.137689771131436,0.038887171562419456,0.04191697995040814,0.03215784789673932,0.050668790081607164,0.4445480915920891,N/A
2,103,9.346278317152079,23,0,1.1136876445858772,1.0925553575939195,1.0147199985435096,1.1284359564902904,0.036835978575508445,0.04083603713421627,0.03215776467819861,0.05488975744337787,0.4381739413771363,N/A
3,134,18.082089552239008,31,0,1.1233288588190478,1.0882367280919512,0.9836320591050608,1.1230820320563617,0.0372891546807066,0.04081492445693672,0.031082946727619173,0.053614609950876364,0.45201829120282067,N/A
4,117,22.67692307692334,26,43,1.1264167460559742,1.0907572925969737,0.9501518589360516,1.1314116373111394,0.037599423282773825,0.040668145662127876,0.028187289669286592,0.054531045055382324,0.4699018224607762,N/A
5,82,22.90853658536616,18,53,1.1383737821205542,1.0927237639487855,0.8962986551724058,1.1189248980204891,0.034437532215502574,0.039134395295173256,0.01652902690210158,0.056805045198432574,0.4983491346710309,N/A
6,63,22.383597883598153,19,38,1.115860234308758,1.099204953555715,0.8498503781209528,1.128914028197639,0.037242459503546065,0.03857397438053746,0.011553579642459655,0.05336913473238316,0.5246381091937242,N/A
7,48,20.791666666666867,13,28,1.1451116053594292,1.1093135043432103,0.8486255333931058,1.1318340305861285,0.028943101240567273,0.04449094412480987,0.015340043904889055,0.05536469228153334,0.5320382205563708,N/A
8,47,19.64751773049669,16,17,1.1545675685033263,1.1085745167079615,0.834400137203641,1.1204389141199165,0.0316882064987487,0.04299577258068301,0.017060117248016083,0.056889553729780745,0.5406807994496481,N/A
9,42,18.56746031746054,14,19,1.150441667443042,1.112123632377497,0.8178271230587819,1.0883606034201545,0.023675474712774973,0.02792582285840299,0.016192199324877584,0.05706317230148018,0.54631364971247,N/A
10,41,20.544715447154683,11,12,1.1461843383270125,1.094055873483234,0.7843750955776378,1.0614079187838785,0.023943739785206912,0.023849081143622865,0.011089968947214722,0.05411499036678792,0.5612362672245376,N/A
11,43,20.160465116279287,19,17,1.1309152808284642,1.089105216942808,0.7461829656614493,1.0172728608666757,0.01866285817034992,0.01180660077227656,0.005269334215510188,0.039806954949775576,0.5784628359914862,N/A
12,39,17.704273504273687,17,21,1.1440954955008737,1.0679149985270684,0.7360111855052037,1.0191151894458679,0.01968382660758791,0.009916772649282455,0.0035894154663694247,0.031653604164744234,0.5853399598822565,N/A
13,42,19.667460317460517,13,10,1.1548475584874227,1.0645402593649116,0.7531347837786402,1.0068950234228815,0.020990564913790262,0.008907214300893288,0.006431672941093879,0.02894761696702478,0.571174051137435,N/A
14,45,23.602222222222426,17,14,1.1826217848308593,1.047241456080071,0.752806397883155,1.0231798011775148,0.01893046490372933,0.008309643861777904,0.007463396522101906,0.030035981684871073,0.5761628401380577,N/A
15,38,20.154385964912468,12,19,1.1722781865577452,1.0528540837171612,0.7514633147724289,1.0454904814553976,0.023765542483488365,0.009478220319429194,0.008087793471587041,0.036011327658999594,0.5803118063003552,N/A
16,36,18.28796296296317,12,14,1.2039551470963947,1.0205774125461504,0.7443060748296612,1.0672499970155858,0.01897649432399472,0.013853237515735277,0.006193825232579106,0.03526547032296397,0.5896825993099635,N/A
17,40,19.399166666666876,13,9,1.2073390594332392,1.046815974996664,0.7567721081049228,1.0727580313989356,0.018767942928639737,0.017536353091688946,0.008031613069978953,0.03879428941148399,0.586158506671175,N/A
18,41,18.484552845528672,14,13,1.2151416638160073,1.0506591884159246,0.7533070303577689,1.0914247452934327,0.013973174496744354,0.019164113689231706,0.007006856807410721,0.04200858751236601,0.5942199682610889,N/A
19,50,21.444666666666848,16,7,1.2077806425047064,1.0641967115839126,0.7491126970448709,1.0695537445866417,0.014596916171287664,0.021614092165661646,0.005675018606686416,0.034656762580211276,0.5947536086104825,N/A
20,50,17.975333333333523,22,22,1.2191273309372328,1.0936949608218176,0.7424034210456678,1.056545571606304,0.01426223338318857,0.021469026395533747,0.00478609708022334,0.03274205537444834,0.6051279341034705,N/A
21,57,17.766081871345193,22,15,1.2239551926222845,1.0843938416485106,0.7396332559041138,1.0627348108311596,0.013644581817132654,0.02195136974653595,0.004814060221057113,0.03287953247049584,0.607703672631865,N/A
22,74,16.978378378378554,32,15,1.2168197852493698,1.0777409860337523,0.7353056575019248,1.034707329051663,0.015622584038691939,0.02334009199365236,0.004305948277616912,0.031019842118772747,0.6036978076383283,N/A
23,91,15.861538461538615,41,24,1.202578345083215,1.0714705031636829,0.7339330617502328,1.0297672378550198,0.019015722861917207,0.023092621843913915,0.004457367313439094,0.03534818022461474,0.6002029809500076,N/A
24,112,15.965476190476355,45,24,1.2129051763913694,1.078894465428968,0.7400447185412602,1.0385372955269907,0.01592460930783115,0.025357394149982563,0.005115263368164975,0.03718452018792888,0.6000244496777484,N/A
25,143,16.951048951049128,59,28,1.2034785127724135,1.071530470461777,0.7414952675930548,1.041569579973159,0.018866309974223498,0.02473492453541093,0.00531388917634756,0.036581670966742794,0.5963766653963407,N/A
26,167,15.783433133732693,70,46,1.207693131790581,1.0734712446466692,0.7424968287002046,1.0459111422996297,0.017233928483292072,0.02371009246015974,0.0056993752458098885,0.035947229522357314,0.5974571904118291,N/A
27,210,15.908571428571587,89,46,1.2081087941340487,1.073069568770131,0.7407576113520794,1.0529614332979003,0.017273596734189496,0.022719333120242567,0.006505645573615683,0.037404191389450316,0.6001314951263457,N/A
28,281,15.521826809015575,134,63,1.2159693993750147,1.0690996124406378,0.7377277447159016,1.0580984773400266,0.017183534946045825,0.024810397694487372,0.005788861558204205,0.03696738799159592,0.604227871885742,N/A
29,49,10.055102040816301,54,286,1.2241823907888199,1.096692151575784,0.7297102957889359,1.0602081505324508,0.020531046277647742,0.02732524441524601,0.0030387571267534823,0.035378915278509816,0.6177945251988078,Typhoon
30,101,13.868316831683293,52,0,1.2365273060774506,1.08386942862329,0.7309739247843732,1.0596785509051685,0.01714913893259955,0.029447137460320006,0.003446896749302479,0.03950917923057938,0.6165427923853752,N/A
