Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness
1,15,0.03333333333333333,0,0,1.089845418235953,1.0114035690141756,0.9581608492031468,1.114142986062646,1.0433882056289803
2,17,17.647058823529544,2,0,1.0948974453628013,0.9896138458577757,0.9371019309297042,1.1046543184925863,1.031566885160717
3,3,22.622222222222646,1,15,1.1058468782665896,0.8261909221847766,0.7791600438788847,0.9527926075543481,0.9159976129711498
