Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Var_Vision,Var_Speed,Var_Metabolism,Var_Memory,Avg_Fitness,Disaster
1,100,0.03333333333333333,0,0,1.0776518622827136,1.0762516133430768,1.0357930801825124,1.1025519846502352,0.03613787474300148,0.04622113343398387,0.029476286750505246,0.05465051805787113,0.4191899614676219,N/A
2,125,9.62666666666664,25,0,1.0688338327924773,1.0851140812684628,1.0303804090278053,1.0858353663209313,0.03931644990794771,0.04442856469797061,0.029070904127271705,0.05400729939348181,0.4192345858540671,N/A
3,169,18.079881656804936,44,0,1.0786775027875772,1.0923648974217892,1.0048561333443458,1.0896677008008657,0.039198424965571604,0.04412113310597364,0.03096169341519813,0.054703211586750095,0.4326602907367432,N/A
4,134,21.724129353234083,31,66,1.05938254120816,1.0948805157843735,0.979753220495023,1.0819131643489817,0.04214700017544233,0.042102953222199035,0.03112161121846651,0.05367131069092322,0.4404069859831884,N/A
5,91,22.327106227106523,20,63,1.0897360427608382,1.091326595548888,0.9038567719473967,1.121743090780756,0.04194234838601553,0.04174348176540351,0.024836474579071965,0.057131919662791485,0.48721668175728794,N/A
6,68,22.763725490196336,16,39,1.0989020525392954,1.0777746944228135,0.8548777705418629,1.0729441502881545,0.04196190159033428,0.04368660219060887,0.01744882135527544,0.05655668903735292,0.506835949220436,N/A
7,37,19.189189189189428,18,49,1.1301779553846434,1.0431038219200637,0.8241942413742123,1.0266944754651386,0.03429420206240508,0.04632525876318177,0.018767336335749663,0.06242207423539385,0.5176734790793,N/A
8,33,22.17474747474774,10,14,1.1207312704895964,1.092171657418146,0.8041664360459418,1.0564898603509696,0.03129421541632542,0.03964991076374269,0.014905507928508277,0.06124880579110262,0.5420756436663703,N/A
9,24,24.12361111111136,6,15,1.1797964596110633,1.0704271152706,0.8168076281785362,1.0775498232458178,0.025696942209142943,0.04076303595190724,0.016979887566555375,0.055219551044667886,0.5432161802158721,N/A
10,14,22.316666666666897,5,15,1.1605996747695513,1.0176818866375446,0.8199759744329841,1.1103794294204568,0.026131863158600544,0.04369578854363815,0.013375234734180721,0.0617875799610017,0.5347572926311118,N/A
11,9,21.711111111111382,4,9,1.1552716411637982,0.9820832555166059,0.7957727456803503,1.0438897003474417,0.02479383769956584,0.04463081716686499,0.009199414665202462,0.06571971523404957,0.5330239676752644,N/A
12,7,24.776190476190767,1,3,1.0769333669912462,0.886868100133106,0.7462987816001477,0.9111888594383186,0.03408522357467332,0.041860774124584756,0.0003907792511447499,0.06158247832140912,0.51364420389349,N/A
