Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Var_Vision,Var_Speed,Var_Metabolism,Var_Memory,Avg_Fitness,Disaster
1,75,0.03333333333333333,0,0,0.9963176161121112,1.0744406296965223,1.0185901043130448,1.0936194969187065,0.0408590041683213,0.04133286915978099,0.0338903748116898,0.05378200669140709,0.4142167006896201,N/A
2,91,9.917582417582391,16,0,0.9974494641348918,1.0783127687663163,1.0140689833805787,1.0957990893790226,0.04188981351043141,0.04172146224689648,0.034076196377229334,0.057066865015372115,0.41700796484374186,N/A
3,124,18.472043010752895,33,0,0.9807065806122623,1.0659197449478353,0.990511483223486,1.0899358890879036,0.04316235360488972,0.04082682676491484,0.03635403103173099,0.05333971035909429,0.4222144845059218,N/A
4,108,20.089197530864425,35,51,0.9826952081700278,1.0829043509901373,0.9501728821022182,1.0909977669353805,0.0511713420820303,0.0410467431192865,0.03577348028419181,0.056853707704438726,0.4429505949993303,N/A
5,80,19.648750000000227,20,48,0.9406786759633088,1.0686353898083463,0.884742142506882,1.0747919448780978,0.04971565744620095,0.042257108526327886,0.028033718837631772,0.054167790269447805,0.464784161392088,N/A
6,65,19.075384615384866,18,33,0.9275982984430728,1.0643593054171723,0.87744888162044,1.076793212604858,0.05128882497694434,0.037209991287055356,0.022300860850467674,0.050246081879387415,0.4663140886031405,N/A
7,53,21.236477987421654,13,25,0.9028456973858819,1.0348604804514228,0.8492317716605551,1.0416662264514076,0.04731091680610708,0.03412108713960464,0.017297856019831012,0.04934251155481601,0.46777530841597575,N/A
8,42,21.56269841269868,10,21,0.9122888864594563,1.0312314865297059,0.8254344611849033,0.9974052242645538,0.050016026662597884,0.030536898201779867,0.011679004004665495,0.05193483424001718,0.475050935484657,N/A
9,26,22.896153846154114,7,23,0.9401620854669195,1.007349992307264,0.8154828508660655,0.9340876190544247,0.054449908817132665,0.02973519989991249,0.01427588689225044,0.04092511646869439,0.47114821912249394,N/A
10,17,25.6980392156866,4,13,0.9550254544967473,1.0243464550460253,0.8147281963356057,0.8572071663755682,0.03941970214335885,0.03525306994157548,0.013204699694795706,0.026233606892008474,0.4642168334873548,N/A
