Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness
1,10,0.03333333333333333,0,0,1.0425642736029075,1.0061956583913618,0.8813728231839033,1.1958192028395682,1.0314879895044353
2,14,14.285714285714395,4,0,1.0473307453578482,1.027005103155734,0.8528020400414252,1.1961591795183089,1.0308242670183292
3,13,12.051282051282197,9,10,0.9706436422610838,1.090026163479932,0.7597232858413604,1.1707557294098665,0.9977872052480607
4,11,14.38787878787889,5,7,0.9060679032485841,1.1243997669360015,0.7507304467820272,1.142969018598173,0.9810417838911965
5,9,14.688888888888963,6,8,0.8904542553879148,1.1660089470099717,0.7359775982367197,1.1590875552741802,0.9878820889771966
6,14,14.942857142857225,12,7,0.8588940256943035,1.2074006374907675,0.7346376486212599,1.1959324786360868,0.9992161976106044
7,21,13.455555555555629,18,11,0.8467324670094483,1.2295171409357069,0.7372127059329442,1.2470338504571348,1.0151240410838085
8,35,15.988571428571461,29,15,0.8541888630968607,1.2199483586931574,0.7342234902781412,1.21529627278918,1.005914246214335
9,45,17.3074074074075,38,28,0.847204705217947,1.2061251293086006,0.7433669743417953,1.1765739639816102,0.9933176932124883
10,63,18.05291005291021,47,29,0.8540324967051331,1.2066013766970383,0.7481771772858259,1.1627523725482003,0.9928908558090495
11,76,17.118421052631664,66,53,0.8720378438251771,1.187501903075015,0.7457666629218473,1.1962514495126886,1.000389464833682
12,141,16.988652482269625,112,47,0.8897286616690198,1.1865754599222145,0.7334508433252389,1.2507515040929746,1.015126617252362
13,274,17.68892944038945,202,69,0.8921159816821331,1.1836125689657588,0.7316090599934431,1.2509496096598853,1.0145718050753052
14,500,16.146400000000128,397,171,0.894669558833525,1.1807834290728936,0.7277587016846304,1.2511900170173667,1.013600426652104
15,1097,15.558249772105894,811,214,0.8983114040801281,1.1813254154683523,0.7254308105866366,1.2476614023006294,1.0131822581089367
16,2376,14.413916947250433,1699,420,0.8995644157846877,1.1827966745230958,0.7254831751060324,1.2436943155834583,1.0128846452493185
17,5173,13.677086152458429,3633,836,0.900059989757638,1.1814347709772466,0.7257153351566149,1.2413177396447952,1.0121319588840736
18,11118,12.946375247346788,7698,1753,0.9029214592629027,1.1802840162745263,0.7261307126236188,1.2388739688744062,1.0120525392588635
19,23195,12.645988359560386,15922,3845,0.9058531025642306,1.1790019760032713,0.7267354106367858,1.2386719343619348,1.0125656058915555
20,48029,12.558356409669285,33408,8574,0.9081603796780277,1.176982068317538,0.7264561166260657,1.2372572876305015,1.0122139630630331
21,99495,12.699538335259845,70715,19249,0.9115257937688671,1.1752930697618311,0.7265195474667172,1.2355949621274906,1.0122333432812265
