Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Var_Vision,Var_Speed,Var_Metabolism,Var_Memory,Avg_Fitness,Disaster
1,85,0.03333333333333333,0,0,1.0707809645348054,1.029264349683655,1.0174135595803826,1.1032481651260833,0.04166856738637174,0.03753674656618814,0.027540441192427052,0.05052998338459833,0.4197956605002323,N/A
2,114,8.972222222222198,29,0,1.0603123384480493,1.0388325611010216,1.0074943465923334,1.10935668695741,0.04470850243825606,0.03827366546881384,0.02785584845101213,0.04935942357087094,0.42461797724339984,N/A
3,150,17.8651111111113,36,0,1.0751134210800297,1.0487908132677985,0.9900230402689459,1.110653997104019,0.0444264976116132,0.039809370205865224,0.02826423898399656,0.04830886170834428,0.435620600044912,N/A
4,123,20.037669376693987,36,63,1.0715521606069638,1.067290311071403,0.9615084897779926,1.0919334874702498,0.04955187997698027,0.04004721884717703,0.02705997100250798,0.04485132277241217,0.4480148979089564,N/A
5,104,20.702564102564363,29,48,1.1167462578834915,1.082267371011607,0.9153383843940394,1.1068463909304909,0.04643982239668827,0.04299467233246246,0.01711668527602305,0.04230708155768094,0.4815501496406115,N/A
6,74,19.481981981982234,21,51,1.1417236114007012,1.0632011008457167,0.8868902095108635,1.0913140501103498,0.04589513139902095,0.04174893859384996,0.017791942177945254,0.04078360207115252,0.49555006576288696,N/A
7,58,21.537931034483023,18,34,1.1703241569111338,1.036995183507142,0.8594853923054483,1.0856817239142484,0.03680270320303327,0.03963505879725592,0.014929873923194262,0.038154275740291836,0.5108484827181707,N/A
8,40,21.01500000000025,11,29,1.2003208572108561,1.0347492125321986,0.8376486705136502,1.0833360995594634,0.029304124037240427,0.04220899099601837,0.017426282812037577,0.041172483564355676,0.5282097035212716,N/A
9,28,23.828571428571728,6,18,1.221253026814575,1.0319425234642277,0.8081999178380919,1.0989036593780024,0.027148836249973957,0.03495942572167195,0.01337217490598003,0.03752982472992205,0.553014856130079,N/A
10,21,24.469841269841552,4,11,1.2397608254744126,1.0880234689900299,0.7805174074925423,1.0881106435373256,0.023203350490413437,0.034886966796333,0.008148541801624906,0.023566067860840263,0.5835265863748049,N/A
11,15,28.475555555555786,1,7,1.2419421381753186,1.114443172590891,0.7716433726197007,1.0447075568388768,0.01876646450201761,0.04667278638443278,0.0049851599198079575,0.019349887049141694,0.5876795746647404,N/A
