Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster,Recovery_Rate
1,30,0.03333333333333333,0,0,1.056946401652083,1.0730698042357092,0.9254274636471455,1.0942481128984622,0.4645441442565802,N/A,1
2,33,10.93939393939391,3,0,1.0538106904073774,1.0642375557776715,0.9159583138925093,1.108338707258591,0.4696555734045146,N/A,2
3,53,17.226415094339817,20,0,1.0428320651458298,1.0720570362690958,0.9069788548934042,1.1082830286733683,0.47383274890381105,N/A,3
4,45,20.387407407407615,14,22,1.069088219809955,1.0520367808611502,0.8639396147577691,1.1229232753437381,0.5006597252246474,N/A,4
5,34,20.489215686274736,10,21,1.1081558663420008,1.0498039663261733,0.8236815407233706,1.1374696805340567,0.5334471880654477,N/A,5
6,30,20.45555555555577,11,15,1.129114756451463,1.0543996902956534,0.8164562393020321,1.1392728372954979,0.5426357019670246,N/A,6
7,29,18.1758620689657,13,14,1.1097499825401187,1.0347261697527785,0.8238868692491129,1.1759682575086172,0.5373625164221482,N/A,7
8,28,17.198809523809707,10,11,1.076056693692805,1.0414774511755998,0.8125854114093257,1.1413076824363764,0.5347280883212405,N/A,8
9,28,15.025000000000116,13,13,1.0457179834887094,0.9965195884755929,0.7763906299428921,1.09856476397516,0.5393852381020252,N/A,9
10,35,14.246666666666798,16,9,1.0400420156125787,0.9676762224646026,0.7555315970752962,1.0809112084319092,0.5450695392869236,N/A,10
11,49,14.309523809523942,28,14,0.9922476133140666,0.9570023274246122,0.7506775828388306,1.0454888830383144,0.5319174555964611,N/A,11
12,64,13.839062500000106,32,17,0.9629496190251173,0.9401872087598966,0.7507119540639937,1.04731889539455,0.5240280167303789,N/A,12
13,94,13.775177304964656,46,16,0.9200605806989786,0.9429464881294282,0.7528016103444565,1.065430683835101,0.5186736607047646,N/A,13
14,130,12.456923076923161,67,31,0.8980565838414352,0.9501622266514381,0.7536024767934928,1.0705470466095863,0.5164112286398937,N/A,14
15,205,12.658861788617976,110,35,0.9064676263009379,0.9512112510567597,0.7541093522438362,1.084491064160921,0.5202021754120504,N/A,15
16,312,12.422115384615466,166,59,0.8806593153271697,0.9541441701610973,0.7550274634592284,1.0912353685793785,0.5167209575241544,N/A,16
17,500,12.238866666666748,272,84,0.8768155026884034,0.956240594215651,0.7543581043107083,1.091856441393579,0.516980378696978,N/A,17
18,805,11.704223602484541,451,146,0.8820252229251991,0.9525167494097377,0.7516594745354709,1.0889803265623286,0.5185898487173359,N/A,18
19,1331,11.609767092411786,748,222,0.8806596499087614,0.9516481492688971,0.74997722212898,1.0833538916539307,0.5183555988638027,N/A,19
20,2214,11.153839205058771,1287,404,0.8805643762351837,0.952565538138269,0.7501104291879127,1.083756318906831,0.5184812119709137,N/A,20
21,3649,10.522490179958018,2199,764,0.8848301959408628,0.953420475241897,0.7495806388546196,1.0824345343841895,0.5195234160138463,N/A,21
22,991,10.39512277161114,2498,5156,0.8937433041194964,0.9509910788934087,0.7496193174308704,1.0864770381972393,0.5213688873896022,Meteor Strike,1
23,2703,12.134184239733722,1713,1,0.8923641060855011,0.9509556425335693,0.749379063656003,1.082765473000047,0.5206239607395482,N/A,2
24,4163,10.7483785731444,2461,1001,0.8941234447247838,0.952175096276098,0.7476155309229331,1.085280125738412,0.5228317756891706,N/A,3
