Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster,Recovery_Rate
1,75,0.03333333333333333,0,0,1.0620805826287796,1.014847744980319,0.9762547829848567,1.1164149895178554,0.4361352347472853,N/A,1
2,90,8.361111111111091,15,0,1.061305606311695,1.015645467819655,0.9758950271901753,1.1157905416719947,0.43621380399160037,N/A,2
3,125,14.895733333333421,35,0,1.0536490113506602,0.9956978831488413,0.9552430759794664,1.1136742117037157,0.44149615746895793,N/A,3
4,117,18.639316239316482,29,37,1.0614171706000215,0.977013911870029,0.9187425520780578,1.1341192515345837,0.4604192003993286,N/A,4
5,94,19.434042553191688,23,46,1.0483751410980477,0.9784613330890044,0.8645292701905256,1.1365548057275885,0.48787880125292393,N/A,5
6,74,19.94009009009033,25,45,1.03535597008135,0.9599024583245155,0.8437995781419024,1.1697572253593491,0.5001212350662338,N/A,6
7,54,21.129629629629854,12,32,1.0196132114178627,0.9733115996759746,0.8360991992628448,1.1544696878260083,0.5019172368852528,N/A,7
8,47,21.965248226950596,11,18,1.0001570245350213,0.9640478379038049,0.8346246092402142,1.1591012947945876,0.4989558375753558,N/A,8
9,35,20.80476190476214,8,20,0.9817490719018652,0.9421215100987466,0.8199868786943048,1.1633041915083657,0.5019876705709893,N/A,9
10,22,21.369696969697237,6,19,0.9055442525477553,0.9542491775872228,0.7838502059421181,1.1836963781911887,0.5176992211444554,N/A,10
11,16,22.689583333333637,2,8,0.8627435630052454,0.9536610909841454,0.773822170444942,1.2166832058446135,0.5226158284040895,N/A,11
