Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster,Recovery_Rate
1,75,0.03333333333333333,0,0,1.0111812033960577,1.0310822605725842,0.9893100192083686,1.101243022533886,0.4236631491266228,N/A,1
2,95,7.921052631578928,20,0,1.0267425435791895,1.043926078567592,0.9810263931835576,1.0906118866527896,0.42965619556076123,N/A,2
3,125,14.865866666666756,30,0,1.0211413612986016,1.039612006149653,0.9664575642438579,1.099910166371943,0.4360479136392025,N/A,3
4,107,17.97352024922141,26,44,1.0133718589796579,1.032896462165927,0.9551093221465976,1.108832885661923,0.44045236618798117,N/A,4
5,88,18.723106060606288,19,38,1.0193662612769676,1.014054787981671,0.9094002854701898,1.0925041381732747,0.458313057132402,N/A,5
6,63,18.814814814815033,14,39,0.9833964323795273,0.989417541166156,0.8708459780561425,1.0913492633480661,0.4691473676716698,N/A,6
7,44,19.95757575757597,14,33,1.0151325345490516,0.994953241930179,0.8252967215274918,1.0451475081660397,0.4935975477992164,N/A,7
8,34,20.28137254901986,6,16,0.9882831568645459,0.9944402578377516,0.793643699379393,1.021520035771653,0.5047174112385165,N/A,8
9,19,25.033333333333598,6,21,0.9726737507265703,0.9829184866292467,0.7459700475613009,1.0328622553344529,0.5341509358559404,N/A,9
10,14,23.7738095238098,4,9,0.955144943250944,0.8934329721341069,0.730137228803391,1.0757828818533341,0.5340294366363737,N/A,10
11,11,23.61515151515169,2,5,1.0192291979269863,0.8991249573431819,0.7210760085144572,1.1054414493057527,0.5591265588039683,N/A,11
