Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster,Recovery_Rate
1,10,0.03333333333333333,0,0,0.9949188869330499,0.9831479860064514,0.9869414568871813,1.0858396408422855,0.4139261408601837,N/A,1
2,11,10.939393939393911,1,0,1.0038541973468968,0.9693669665545823,0.9734065581801418,1.1205417546879781,0.4237712587942678,N/A,2
3,19,18.5666666666669,8,0,0.9614445357781648,0.9596320405125812,0.927617228742243,1.125024912298637,0.4378388548215583,N/A,3
4,13,18.30000000000022,4,10,0.95094812530697,0.8801283033231476,0.8637753914751803,1.2135324388270534,0.4699692223241045,N/A,4
5,10,15.823333333333512,5,8,1.035054208610731,0.7765274971932253,0.8353974335704271,1.3378188252199235,0.5026590385949314,N/A,5
6,10,14.726666666666798,4,4,1.033990143853322,0.7539197635761328,0.8215916764594524,1.3576030511000092,0.5104746552585444,N/A,6
7,12,15.002777777777943,5,3,1.1246632903334295,0.7501231757691591,0.7917349540748463,1.4330991819550443,0.5570695312503824,N/A,7
8,15,14.533333333333507,6,3,1.0860989284903735,0.7421745563976132,0.7641240038491446,1.4399919241930161,0.5702853450692421,N/A,8
9,16,15.379166666666837,5,4,1.1594977476569728,0.7380124949218734,0.7331515515229793,1.4675628931449034,0.6119831802366948,N/A,9
10,19,14.361403508772092,12,9,1.198297349856117,0.7552602492991624,0.7179915846614368,1.4675628931449034,0.6353130158042888,N/A,10
11,24,17.3236111111113,9,4,1.2241751316885934,0.7679436491985251,0.7202264821432082,1.458396235453314,0.6387833275393392,N/A,11
12,34,15.094117647058985,19,9,1.2720276860548487,0.7793543725498108,0.7302847896439665,1.4546217293450123,0.6401162647171192,N/A,12
13,44,14.973484848484997,19,9,1.3073254470534155,0.7887778018355004,0.7425187617495492,1.4571912183090534,0.6380614471075128,N/A,13
14,57,14.58421052631593,26,13,1.3072047421963378,0.8151142743458255,0.7337822057095086,1.4428495083538146,0.6478159317856894,N/A,14
15,86,15.125581395348984,41,12,1.3179736273299663,0.8145555836367045,0.732189896984727,1.4476128391401575,0.6519514613809735,N/A,15
16,154,14.3183982683984,95,27,1.3181733154422532,0.8321079101050852,0.7322766840073759,1.4546492210371662,0.6563876788313698,N/A,16
17,254,13.597506561679907,135,35,1.3093049798919199,0.8385814785257528,0.731492560470939,1.4547011127194434,0.6566642443713986,N/A,17
18,436,13.019266055045978,238,56,1.3092337299944974,0.840647388357156,0.7313196043490581,1.4542369066543233,0.6570985751551538,N/A,18
19,758,12.610026385224373,417,95,1.3060248706291346,0.8451266879314094,0.7298149870513634,1.4534571341853513,0.6585429196349106,N/A,19
20,1335,12.221573033707951,750,173,1.3022821968377376,0.8505958886342382,0.7303842908930461,1.4501486799797838,0.6577408286526925,N/A,20
21,2383,11.60370681214163,1391,343,1.2975542206819506,0.8512376410890427,0.730635179877107,1.447647878042917,0.6563129066992244,N/A,21
22,4213,10.792111717699232,2573,743,1.2943689345967058,0.8537244053142101,0.729191350616182,1.4448790944506047,0.656978433498127,N/A,22
23,1530,9.853790849673176,1276,3959,1.2915206489790596,0.8588847952854205,0.7276030685998895,1.4387464889860984,0.6577124420612288,Asteroid,1
24,4086,11.846834720182828,2559,3,1.2869304364096703,0.8603397678126814,0.7298483624491794,1.4358077551596864,0.6545794338901065,N/A,2
25,6681,10.508152472184833,4071,1476,1.2832360867036425,0.8621678640387127,0.7310898075899288,1.4315384586807944,0.6523489311962379,N/A,3
26,10693,9.611256585305041,6996,2984,1.2814849406558562,0.8648064257327431,0.7310576495339973,1.4271791412032586,0.6517444070919656,N/A,4
