Generation,Population,Max_Age_Gen,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Min_Vision,Max_Vision,Min_Speed,Max_Speed,Min_Metabolism,Max_Metabolism,Min_Memory,Max_Memory
1,5,1,10,0,0,0.950807058,0.907800766,0.908272599,1.032358799,0.791692666,1.312709741,0.736022084,1.178610613,0.712528119,1.163160466,0.86184709,1.367460587
1,5,1,20,0,0,0.950807058,0.907800766,0.908272599,1.032358799,0.791692666,1.312709741,0.736022084,1.178610613,0.712528119,1.163160466,0.86184709,1.367460587
2,15,2,13.11333333,10,0,0.971567713,0.85663395,0.874327982,1.053495812,0.791692666,1.312709741,0.720693991,1.178610613,0.712528119,1.163160466,0.814424723,1.367460587
2,15,2,23.13,0,0,0.971567713,0.85663395,0.874327982,1.053495812,0.791692666,1.312709741,0.720693991,1.178610613,0.712528119,1.163160466,0.814424723,1.367460587
3,28,3,19.67678571,13,0,0.965020833,0.845027144,0.876616694,1.02493823,0.791692666,1.312709741,0.720693991,1.178610613,0.712528119,1.163160466,0.7117689,1.367460587
3,34,3,20.50294118,9,3,0.975462505,0.818370821,0.841573253,1.07010199,0.797304833,1.312709741,0.720693991,0.987196022,0.712528119,0.920162051,0.7117689,1.367460587
4,52,4,21.06762821,18,0,0.947540549,0.836694369,0.86153822,1.014038738,0.797304833,1.312709741,0.720693991,1.158786239,0.712528119,1.170263259,0.7117689,1.367460587
4,78,4,18.99508547,30,4,0.960700219,0.836538146,0.841433114,1.009741611,0.7,1.4,0.7,1.161125595,0.7,1.170263259,0.7117689,1.5
5,114,5,20.51038012,37,1,0.950780605,0.834067476,0.834128449,1.014070037,0.7,1.4,0.7,1.161125595,0.7,1.170263259,0.7117689,1.5
5,182,5,20.18195971,70,2,0.952261102,0.833507416,0.842366121,1.015691892,0.7,1.4,0.7,1.224443299,0.7,1.170263259,0.7117689,1.5
6,271,6,19.22318573,98,9,0.962958517,0.83202588,0.825310432,1.016056148,0.7,1.4,0.7,1.224443299,0.7,1.170263259,0.7,1.5
6,459,6,18.9110748,189,1,0.951573051,0.838783511,0.83012447,1.01152541,0.7,1.4,0.7,1.4,0.7,1.212851452,0.7,1.5
7,721,7,18.25501618,280,18,0.965100978,0.828142207,0.819052434,1.025516329,0.7,1.4,0.7,1.4,0.7,1.212851452,0.7,1.5
7,1277,7,16.91602715,572,16,0.96124056,0.835785616,0.813832016,1.028158539,0.7,1.4,0.7,1.4,0.7,1.3,0.7,1.5
8,2176,8,16.53081342,936,37,0.966028003,0.829007107,0.808170358,1.028526983,0.7,1.4,0.7,1.4,0.7,1.3,0.7,1.5
8,3824,8,16.24261245,1686,38,0.970422204,0.831289316,0.799788668,1.034433255,0.7,1.4,0.7,1.4,0.7,1.3,0.7,1.5
9,6933,9,15.80836098,3184,75,0.968308704,0.83035346,0.796067036,1.03490921,0.7,1.4,0.7,1.4,0.7,1.3,0.7,1.5
9,12297,9,15.84656556,5487,123,0.973191664,0.83026132,0.788142456,1.035496665,0.7,1.4,0.7,1.4,0.7,1.3,0.7,1.5
