Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster
1,10,0.03333333333333333,0,0,1.0628175885030695,1.1403664920425933,0.9691260643778472,1.1911983550830902,1.09087712500165,N/A
2,13,9.256410256410232,3,0,1.0842600441026558,1.1385627702765753,0.9869907779754835,1.1880513724872028,1.0994662412104794,N/A
3,21,15.033333333333495,8,0,1.08883576868568,1.137521909145371,0.9679518305393804,1.178317338388892,1.0931567116898309,N/A
4,24,11.880555555555604,13,10,1.179917276660152,1.1021823748944415,1.017115195397304,1.0860629402931485,1.0963194468112616,N/A
5,37,15.241441441441594,16,3,1.171078132303098,1.0989225803750378,1.0140442142404944,1.0435173151877961,1.0818905605266065,N/A
6,58,12.477011494252977,33,12,1.164509397230605,1.1070524419256034,0.9901075843553528,0.9807659152031482,1.0606088346786773,N/A
7,98,12.583333333333425,53,13,1.1443478330914434,1.1062511077115595,0.9720438679773026,0.9575380352328254,1.0450452110032826,N/A
8,236,10.2285310734464,158,20,1.1189763215672135,1.112901748602811,0.9326352421865146,0.9812597099746706,1.0364432555828025,N/A
9,548,9.471958637469635,353,41,1.116203424891549,1.1127903794111678,0.9125633436611668,0.9714727119106222,1.0282574649686265,N/A
10,1418,9.325293841090787,940,70,1.1106445285675426,1.1145031856563992,0.8989287579410506,0.9689156570997539,1.0232480323161866,N/A
11,3798,9.11802703177115,2569,189,1.105581745897958,1.1146489553423264,0.8849136920554118,0.9683996943901554,1.0183860219214629,N/A
12,3897,7.736010606449387,2763,2664,1.0950767299296773,1.1102264033192462,0.8722301850092503,0.9622853862775752,1.0099546761339373,Earthquake
13,13722,9.647135986007918,9825,0,1.0912777981729898,1.1067544207535676,0.8564655566021666,0.9662743823156065,1.0051930394610826,Earthquake
14,40444,9.012281178914085,29033,2311,1.0893514658043673,1.1044990624968336,0.8470715205364713,0.9670708636408912,1.001998228119641,Earthquake
15,46589,7.197532321649592,29098,22953,1.100611268459326,1.102002564835162,0.8470328483491061,0.9820015653629643,1.0079120617516395,Fire Nation
