Generation,Population,Avg_Age,Births,Deaths,Avg_Vision,Avg_Speed,Avg_Metabolism,Avg_Memory,Avg_Fitness,Disaster,Recovery_Rate
1,20,0.03333333333333333,0,0,1.0980180265654682,1.062620381144953,0.9952299369000668,1.075899414368028,0.4336067076330908,N/A,1
2,24,10.027777777777752,4,0,1.1072349649833162,1.0626611120085439,0.9980064581298568,1.1008164164598206,0.43696610936173697,N/A,2
3,37,16.842342342342526,13,0,1.1085669712953765,1.0563132399790571,0.9750117153648901,1.0732755603883535,0.4428194001000195,N/A,3
4,26,17.52307692307709,8,19,1.0971213823498471,1.064199162555837,0.9283635679057755,1.0670287067411226,0.4636616318941214,N/A,4
5,23,21.42028985507273,6,9,1.0934304113002538,1.033323793589921,0.8481463951362113,1.1306582189566365,0.5120833608485204,N/A,5
6,13,14.44615384615395,5,15,1.045175582719739,0.9945420838284936,0.8188585766613817,1.1810507922257392,0.5244321873675368,N/A,6
7,18,18.898148148148373,6,1,0.9459344303133099,0.9616038626620342,0.8059346758208894,1.2091785765912724,0.5156277074842021,N/A,7
8,14,19.814285714285916,5,9,0.9466004024487926,0.9910552617828473,0.7802432334092412,1.2813172187317026,0.5500802391066644,N/A,8
9,11,21.30606060606085,2,5,0.8379463067753271,1.0096325286915209,0.7622109209440392,1.3284163452254492,0.5555759074769238,N/A,9
10,12,25.413888888889087,4,3,0.8370241024199085,1.036860449155468,0.7408724988399144,1.367186694023274,0.5832890725774705,N/A,10
11,7,18.176190476190765,2,7,0.9977021649529322,1.056326686074714,0.7367538610690305,1.3384573892765184,0.6139519894078174,N/A,11
